____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:21:40 2025
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
304.3 ms/s;6474.0;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  26.0 W  
282.1 ms/s;5648.4;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  22.8 W  
285.1 ms/s;5511.9;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  22.2 W  
164.2 ms/s;3496.3;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  14.1 W  
 13.6 ms/s;2778.1;;;;Timer;tick_sched_timer;  11.0 W  
111.3 ms/s;2364.8;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  9.51 W  
325.0 ms/s;1477.0;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  6.34 W  
  8.1 ms/s;1512.8;;;;Interrupt;[106] nvme1q14;  5.99 W  
  4.4 ms/s;1232.3;;;;Interrupt;[124] nvme4q18;  4.87 W  
161.0 ms/s;706.0;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  3.04 W  
  7.5 ms/s;694.7;;;;Interrupt;[120] nvme4q14;  2.76 W  
187.1 ms/s;611.9;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  2.71 W  
  2.2 ms/s;592.1;;;;Interrupt;[129] nvme1q15;  2.34 W  
  5.5 ms/s;539.4;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.14 W  
  2.9 ms/s;521.5;;;;Interrupt;[117] nvme4q11;  2.06 W  
  5.9 ms/s;500.8;;;;Interrupt;[99] nvme1q11;  1.99 W  
278.0 ms/s;333.3;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  1.75 W  
  1.4 ms/s;390.7;;;;Interrupt;[173] nvme1q16;  1.55 W  
  3.7 ms/s;387.9;;;;Interrupt;[84] nvme4q1;  1.54 W  
  4.7 ms/s;361.5;;;;Interrupt;[93] nvme3q9;  1.44 W  
  8.3 ms/s;327.6;;;;Interrupt;[107] nvme3q14;  1.31 W  
620.0 ms/s; 60.2;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  1.21 W  
  1.5 ms/s;278.7;;;;Interrupt;[50] nvme1q4;  1.10 W  
  0.9 ms/s;239.1;;;;Interrupt;[110] nvme4q4;  946 mW  
  1.9 ms/s;221.2;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  877 mW  
  1.9 ms/s;209.9;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  832 mW  
  1.8 ms/s;194.9;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  772 mW  
  2.1 ms/s;186.4;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  740 mW  
  2.7 ms/s;184.5;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  733 mW  
 22.1 ms/s;175.1;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  726 mW  
464.0 us/s;164.7;;;;Interrupt;[101] nvme2q4;  651 mW  
  2.2 ms/s;160.0;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  636 mW  
 10.2 ms/s;155.3;;;;kWork;drain_local_pages_wq;  629 mW  
  1.4 ms/s;114.9;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  456 mW  
  1.3 ms/s;103.6;;;;Interrupt;[171] nvme2q11;  411 mW  
  1.5 ms/s; 95.1;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  378 mW  
  1.5 ms/s; 94.1;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  374 mW  
  1.5 ms/s; 94.1;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  374 mW  
  1.3 ms/s; 93.2;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  370 mW  
  1.6 ms/s; 92.3;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  367 mW  
  1.5 ms/s; 90.4;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  359 mW  
  1.2 ms/s; 88.5;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  351 mW  
  4.6 ms/s; 86.6;;;;Process;[PID 7372] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  349 mW  
  8.7 ms/s; 84.7;;;;Process;[PID 5011] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  348 mW  
  0.9 ms/s; 81.0;;;;Interrupt;[88] nvme3q4;  321 mW  
 61.3 ms/s; 50.8;;;;kWork;ext4_end_io_rsv_work;  296 mW  
  1.1 ms/s; 74.4;;;;Process;[PID 14] [rcu_sched];  296 mW  
  4.1 ms/s; 72.5;;;;Interrupt;[3] net_rx(softirq);  293 mW  
473.5 us/s; 66.8;;;;Process;[PID 3951] /usr/local/bin/containerd ;  265 mW  
559.4 us/s; 57.4;;;;Process;[PID 3923] /usr/local/bin/containerd ;  228 mW  
 10.4 ms/s; 49.9;;;;Process;[PID 4959] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  213 mW  
167.1 us/s; 52.7;;;;kWork;blk_mq_run_work_fn;  208 mW  
128.9 ms/s;  0.9;;;;Process;[PID 297] [kswapd0];  205 mW  
 31.6 ms/s; 38.6;;;;Timer;hrtimer_wakeup;  202 mW  
  2.2 ms/s; 49.0;;;;Interrupt;[89] nvme3q5;  197 mW  
  1.4 ms/s; 47.1;;;;Interrupt;[125] nvme4q19;  188 mW  
604.8 us/s; 36.7;;;;kWork;psi_avgs_work;  146 mW  
408.8 us/s; 36.7;;;;Process;[PID 4140] /usr/local/bin/containerd ;  146 mW  
  4.9 ms/s; 34.8;;;;Process;[PID 4970] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  145 mW  
  5.6 ms/s; 32.0;;;;Process;[PID 5284] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  135 mW  
  2.3 ms/s; 32.9;;;;Process;[PID 5279] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  134 mW  
  2.9 ms/s; 31.1;;;;Process;[PID 4967] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  127 mW  
210.1 us/s; 32.0;;;;Timer;watchdog_timer_fn;  127 mW  
  4.3 ms/s; 29.2;;;;Process;[PID 4255] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  122 mW  
  4.5 ms/s; 27.3;;;;Interrupt;[95] nvme3q11;  115 mW  
  1.8 ms/s; 28.2;;;;Interrupt;[81] nvme1q9;  114 mW  
  2.5 ms/s; 27.3;;;;Process;[PID 4374] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  112 mW  
265.0 us/s; 27.3;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ;  108 mW  
  3.4 ms/s; 21.7;;;;Process;[PID 4280] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 90.9 mW  
  3.3 ms/s; 21.7;;;;Process;[PID 5261] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 90.6 mW  
 34.3 us/s; 22.6;;;;kWork;vmpressure_work_fn; 89.3 mW  
  1.4 ms/s; 19.8;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 80.2 mW  
228.6 us/s; 19.8;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ; 78.4 mW  
  8.1 ms/s; 16.0;;;;Process;[PID 6084] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 75.9 mW  
  1.8 ms/s; 17.9;;;;Process;[PID 7895] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 73.5 mW  
  7.1 ms/s; 15.1;;;;Interrupt;[121] nvme4q15; 70.6 mW  
  5.1 ms/s; 14.1;;;;Process;[PID 4646] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 63.8 mW  
  2.4 ms/s; 15.1;;;;Process;[PID 5246] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 63.3 mW  
 11.8 ms/s; 11.3;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 63.0 mW  
  8.8 ms/s; 11.3;;;;Interrupt;[85] nvme3q1; 58.4 mW  
  6.1 ms/s; 12.2;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 57.8 mW  
 36.5 ms/s;;;;;Process;[PID 236] [kcompactd0]; 57.0 mW  
  3.5 ms/s; 12.2;;;;Process;[PID 4597] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 53.9 mW  
267.6 us/s; 13.2;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 52.5 mW  
101.1 us/s; 13.2;;;;Process;[PID 13] [ksoftirqd/0]; 52.2 mW  
  4.8 ms/s; 10.4;;;;Process;[PID 4489] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 48.4 mW  
  2.4 ms/s; 11.3;;;;Process;[PID 2536048] sshd: zhining@notty ; 48.3 mW  
 20.6 ms/s;  3.8;;;;Process;[PID 2660013] powertop --csv=./report/report.csv -t 1 -i 600 ; 47.0 mW  
  3.5 ms/s; 10.4;;;;Process;[PID 4981] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 46.4 mW  
  0.8 ms/s; 11.3;;;;Process;[PID 5045] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 45.8 mW  
  2.6 ms/s; 10.4;;;;Process;[PID 4278] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 44.9 mW  
 84.5 us/s; 10.4;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 41.0 mW  
  3.9 ms/s;  8.5;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 39.6 mW  
134.4 us/s;  9.4;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 37.4 mW  
 18.0 ms/s;  1.9;;;;Interrupt;[7] sched(softirq); 35.6 mW  
 10.7 ms/s;  4.7;;;;Process;[PID 2536214] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 35.3 mW  
  8.0 ms/s;  5.6;;;;Interrupt;[119] nvme4q13; 34.7 mW  
106.5 us/s;  8.5;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 33.6 mW  
 13.7 us/s;  8.5;;;;kWork;wb_update_bandwidth_workfn; 33.5 mW  
578.7 us/s;  7.5;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 30.7 mW  


The system baseline power is estimated at:  169  W;
____________________________________________________________________
