____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:08:30 2025
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
329.3 ms/s;6640.0;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  26.7 W  
285.7 ms/s;5128.2;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.7 W  
228.4 ms/s;4475.3;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  18.0 W  
242.2 ms/s;4443.4;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  17.9 W  
209.4 ms/s;3924.5;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  15.8 W  
210.7 ms/s;3819.7;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  15.4 W  
185.4 ms/s;3364.7;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  13.6 W  
 12.4 ms/s;2764.7;;;;Timer;tick_sched_timer;  10.9 W  
 13.7 ms/s;1406.0;;;;Interrupt;[170] nvme2q10;  5.58 W  
  7.5 ms/s;920.0;;;;Interrupt;[101] nvme2q4;  3.65 W  
  7.7 ms/s;892.7;;;;Interrupt;[115] nvme4q9;  3.54 W  
  6.7 ms/s;880.8;;;;Interrupt;[106] nvme1q14;  3.49 W  
475.4 ms/s;580.8;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  3.04 W  
104.1 ms/s;615.5;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.59 W  
  3.4 ms/s;549.8;;;;Interrupt;[103] nvme4q2;  2.18 W  
  3.4 ms/s;410.3;;;;Interrupt;[70] nvme1q5;  1.63 W  
  9.0 ms/s;379.3;;;;Interrupt;[77] nvme2q2;  1.51 W  
  2.0 ms/s;347.4;;;;Interrupt;[169] nvme2q9;  1.38 W  
  4.8 ms/s;303.6;;;;Interrupt;[86] nvme3q2;  1.21 W  
  4.1 ms/s;299.1;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  1.19 W  
 31.0 ms/s;253.5;;;;Timer;hrtimer_wakeup;  1.05 W  
  6.8 ms/s;252.6;;;;Interrupt;[175] nvme1q18;  1.01 W  
  7.9 ms/s;236.2;;;;Interrupt;[88] nvme3q4;  945 mW  
  2.6 ms/s;212.5;;;;Interrupt;[168] nvme2q8;  843 mW  
  1.8 ms/s;185.1;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  734 mW  
  1.8 ms/s;185.1;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  734 mW  
  2.6 ms/s;181.5;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  721 mW  
  2.1 ms/s;181.5;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  720 mW  
  2.5 ms/s;178.7;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  710 mW  
 17.8 ms/s;171.4;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  705 mW  
  5.0 ms/s;164.1;;;;Interrupt;[132] nvme3q18;  656 mW  
  1.1 ms/s;159.6;;;;Interrupt;[50] nvme1q4;  632 mW  
  7.1 ms/s;153.2;;;;Interrupt;[81] nvme1q9;  616 mW  
  2.3 ms/s;141.3;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  562 mW  
 12.4 ms/s;134.0;;;;Process;[PID 5016] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  549 mW  
  7.7 ms/s;129.5;;;;Interrupt;[99] nvme1q11;  523 mW  
629.3 us/s;123.1;;;;Interrupt;[110] nvme4q4;  487 mW  
535.4 us/s;110.3;;;;Interrupt;[116] nvme4q10;  437 mW  
145.3 ms/s; 39.2;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  382 mW  
  1.7 ms/s; 90.3;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  359 mW  
  1.7 ms/s; 89.4;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  356 mW  
  1.8 ms/s; 88.4;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  352 mW  
  1.5 ms/s; 83.9;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  334 mW  
  1.3 ms/s; 82.1;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  326 mW  
  0.9 ms/s; 80.2;;;;Process;[PID 3951] /usr/local/bin/containerd ;  318 mW  
  1.4 ms/s; 78.4;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  312 mW  
  1.1 ms/s; 72.9;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  290 mW  
  7.9 ms/s; 70.2;;;;Interrupt;[120] nvme4q14;  290 mW  
  1.2 ms/s; 67.5;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  268 mW  
140.0 ms/s;  6.4;;;;Process;[PID 2624246] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  244 mW  
  8.3 ms/s; 58.4;;;;Interrupt;[76] nvme1q8;  243 mW  
  4.1 ms/s; 53.8;;;;Interrupt;[82] nvme1q10;  219 mW  
 47.0 ms/s; 35.6;;;;kWork;ext4_end_io_rsv_work;  214 mW  
 12.1 ms/s; 48.3;;;;Process;[PID 5247] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  210 mW  
  0.9 ms/s; 52.0;;;;Process;[PID 14] [rcu_sched];  207 mW  
  0.8 ms/s; 52.0;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  207 mW  
  3.5 ms/s; 50.2;;;;Process;[PID 4966] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  204 mW  
116.5 ms/s;  1.8;;;;Process;[PID 297] [kswapd0];  189 mW  
  0.8 ms/s; 47.4;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  189 mW  
  3.9 ms/s; 42.9;;;;Interrupt;[3] net_rx(softirq);  175 mW  
  0.9 ms/s; 41.9;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  167 mW  
  6.5 ms/s; 35.6;;;;Process;[PID 5243] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  151 mW  
  5.9 ms/s; 32.8;;;;kWork;drain_local_pages_wq;  139 mW  
  9.8 ms/s; 30.1;;;;Process;[PID 5255] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  134 mW  
374.1 us/s; 30.1;;;;Process;[PID 3923] /usr/local/bin/containerd ;  119 mW  
359.4 us/s; 29.2;;;;Process;[PID 4140] /usr/local/bin/containerd ;  116 mW  
 62.7 ms/s;  3.6;;;;Process;[PID 2660013] powertop --csv=./report/report.csv -t 1 -i 600 ;  112 mW  
 65.3 ms/s;  0.9;;;;Process;[PID 236] [kcompactd0];  105 mW  
579.0 us/s; 26.4;;;;kWork;psi_avgs_work;  105 mW  
376.4 us/s; 26.4;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ;  105 mW  
  2.6 ms/s; 25.5;;;;Process;[PID 4273] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  105 mW  
  3.7 ms/s; 23.7;;;;Process;[PID 5259] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 99.5 mW  
  2.6 ms/s; 23.7;;;;Process;[PID 4292] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 97.7 mW  
  4.9 ms/s; 22.8;;;;Process;[PID 7372] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 97.6 mW  
  9.3 ms/s; 20.1;;;;Process;[PID 17951] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet; 93.8 mW  
  7.0 ms/s; 19.1;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 86.5 mW  
  2.2 ms/s; 21.0;;;;Process;[PID 4302] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 86.2 mW  
  1.5 ms/s; 21.0;;;;Process;[PID 3952] /usr/local/bin/containerd ; 85.3 mW  
  3.1 ms/s; 19.1;;;;Process;[PID 5857] /usr/local/bin/containerd ; 80.5 mW  
302.3 us/s; 19.1;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 76.1 mW  
125.4 us/s; 19.1;;;;Interrupt;[107] nvme3q14; 75.8 mW  
123.2 us/s; 19.1;;;;Process;[PID 4665] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id aefc828f8bd87f8e0976369e68b9ed7bff2f2053f3a80387b4b0d8b; 75.8 mW  
117.7 us/s; 18.2;;;;Process;[PID 4694] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id d0a2cf7ef1623235712be52234e78041e1d0f1544b2737ff0c5f802; 72.2 mW  
  1.5 ms/s; 16.4;;;;Process;[PID 4050] /usr/local/bin/containerd ; 67.2 mW  
  6.0 ms/s; 13.7;;;;Process;[PID 4467] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 63.5 mW  
 37.4 ms/s;  0.9;;;;Process;[PID 2642537] [kworker/u72:27]; 62.0 mW  
  2.6 ms/s; 14.6;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 61.7 mW  
137.3 us/s; 14.6;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ; 57.8 mW  
143.0 us/s; 13.7;;;;Process;[PID 4724] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 6a0bf2c17e593bc196917f4bec85506fdfa250c22889088ff2a4b7d; 54.2 mW  
  3.7 ms/s; 11.9;;;;Process;[PID 4957] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 52.7 mW  
  8.3 ms/s; 10.0;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 52.6 mW  
  2.9 ms/s; 11.9;;;;Process;[PID 5606] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 51.3 mW  
277.2 us/s; 12.8;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 50.9 mW  
  6.9 ms/s; 10.0;;;;Process;[PID 4600] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 50.4 mW  
 21.2 ms/s;  3.6;;;;Interrupt;[7] sched(softirq); 47.5 mW  
  1.7 ms/s; 10.9;;;;Process;[PID 5253] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 45.9 mW  
  1.5 ms/s; 10.9;;;;Process;[PID 6875] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 45.6 mW  
699.0 us/s; 10.9;;;;Process;[PID 5035] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 44.3 mW  
120.8 us/s; 10.9;;;;Process;[PID 13] [ksoftirqd/0]; 43.4 mW  
