____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:07:38 2025
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
283.7 ms/s;5506.2;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  22.2 W  
260.4 ms/s;4992.0;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.1 W  
269.7 ms/s;4887.4;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  19.7 W  
218.1 ms/s;3777.2;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  15.3 W  
171.1 ms/s;3229.8;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  13.0 W  
 15.7 ms/s;3085.3;;;;Timer;tick_sched_timer;  12.2 W  
 15.0 ms/s;1513.2;;;;Interrupt;[174] nvme1q17;  6.00 W  
  8.7 ms/s;1372.5;;;;Interrupt;[103] nvme4q2;  5.44 W  
  2.4 ms/s;928.6;;;;Interrupt;[84] nvme4q1;  3.67 W  
709.8 ms/s;481.9;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  3.01 W  
603.8 ms/s;499.0;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.91 W  
202.4 ms/s;613.1;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  2.74 W  
564.8 ms/s;327.0;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.17 W  
  1.4 ms/s;494.3;;;;Interrupt;[115] nvme4q9;  1.95 W  
  7.4 ms/s;480.0;;;;Interrupt;[123] nvme4q17;  1.91 W  
  6.6 ms/s;427.7;;;;Interrupt;[124] nvme4q18;  1.70 W  
300.2 ms/s;309.9;;;;Process;[PID 2624246] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  1.69 W  
  5.6 ms/s;402.1;;;;Interrupt;[120] nvme4q14;  1.60 W  
  3.1 ms/s;396.4;;;;Interrupt;[131] nvme3q17;  1.57 W  
  3.6 ms/s;334.6;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  1.33 W  
  2.8 ms/s;301.3;;;;Interrupt;[93] nvme3q9;  1.19 W  
  5.0 ms/s;265.2;;;;Interrupt;[108] nvme3q15;  1.06 W  
  1.8 ms/s;266.1;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  1.05 W  
  3.0 ms/s;257.6;;;;Interrupt;[107] nvme3q14;  1.02 W  
  0.7 ms/s;201.5;;;;Interrupt;[170] nvme2q10;  797 mW  
  2.3 ms/s;186.3;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  740 mW  
 18.9 ms/s;175.8;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  724 mW  
  1.6 ms/s;181.5;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  720 mW  
  1.4 ms/s;161.6;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  641 mW  
122.6 ms/s;104.6;;;;kWork;ext4_end_io_rsv_work;  604 mW  
  6.5 ms/s;142.6;;;;Interrupt;[121] nvme4q15;  573 mW  
  5.9 ms/s;135.9;;;;Process;[PID 6968] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  546 mW  
  2.6 ms/s;127.4;;;;Interrupt;[175] nvme1q18;  507 mW  
  1.8 ms/s;121.7;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  483 mW  
  1.7 ms/s;115.0;;;;Interrupt;[106] nvme1q14;  457 mW  
280.2 ms/s;  1.0;;;;Process;[PID 297] [kswapd0];  441 mW  
  8.1 ms/s; 95.0;;;;Interrupt;[86] nvme3q2;  388 mW  
  1.5 ms/s; 96.9;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  385 mW  
  1.6 ms/s; 96.0;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  382 mW  
  1.6 ms/s; 96.0;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  382 mW  
  1.7 ms/s; 94.1;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  374 mW  
  1.3 ms/s; 91.2;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  362 mW  
  1.7 ms/s; 90.3;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  359 mW  
  7.9 ms/s; 86.5;;;;Interrupt;[102] nvme1q13;  354 mW  
654.3 us/s; 88.4;;;;Process;[PID 3923] /usr/local/bin/containerd ;  350 mW  
  1.7 ms/s; 84.6;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  337 mW  
587.7 us/s; 84.6;;;;Process;[PID 3951] /usr/local/bin/containerd ;  335 mW  
  6.1 ms/s; 75.1;;;;Process;[PID 5279] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  306 mW  
  1.0 ms/s; 76.0;;;;Process;[PID 14] [rcu_sched];  302 mW  
 27.4 ms/s; 65.6;;;;Timer;hrtimer_wakeup;  302 mW  
  1.5 ms/s; 72.2;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  288 mW  
  3.6 ms/s; 71.3;;;;Interrupt;[3] net_rx(softirq);  287 mW  
634.5 us/s; 65.6;;;;Process;[PID 4140] /usr/local/bin/containerd ;  260 mW  
 94.2 us/s; 60.8;;;;kWork;vmpressure_work_fn;  240 mW  
  4.7 ms/s; 55.1;;;;Interrupt;[122] nvme4q16;  225 mW  
 80.2 ms/s; 21.9;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  211 mW  
262.3 us/s; 47.5;;;;Process;[PID 6452] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 083db65ae327b9e0a32de5b7c8d6adc873824aeaf23d85db7377cef;  188 mW  
  2.5 ms/s; 44.7;;;;Process;[PID 5258] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  180 mW  
  0.7 ms/s; 44.7;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  178 mW  
477.9 us/s; 38.0;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes;  151 mW  
251.5 us/s; 33.3;;;;kWork;lru_add_drain_per_cpu;  132 mW  
  4.7 ms/s; 29.5;;;;kWork;drain_local_pages_wq;  124 mW  
254.9 us/s; 30.4;;;;Process;[PID 6478] /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=kind-control-plane ;  121 mW  
 11.4 ms/s; 24.7;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin;  115 mW  
  5.7 ms/s; 26.6;;;;Process;[PID 5004] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  114 mW  
  7.9 ms/s; 25.7;;;;Interrupt;[173] nvme1q16;  114 mW  
459.7 us/s; 28.5;;;;kWork;psi_avgs_work;  113 mW  
  5.3 ms/s; 24.7;;;;Process;[PID 4272] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  106 mW  
 26.8 ms/s; 15.2;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result;  102 mW  
  2.3 ms/s; 24.7;;;;Process;[PID 4986] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  101 mW  
  4.2 ms/s; 23.8;;;;Process;[PID 5236] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  100 mW  
  8.4 ms/s; 21.9;;;;Process;[PID 5255] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 99.4 mW  
  1.8 ms/s; 23.8;;;;Interrupt;[176] nvme1q19; 96.6 mW  
  3.0 ms/s; 22.8;;;;Process;[PID 2536048] sshd: zhining@notty ; 94.8 mW  
 54.1 ms/s;;;;;Process;[PID 2642537] [kworker/u72:27]; 84.4 mW  
  2.4 ms/s; 19.0;;;;Process;[PID 4966] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 78.9 mW  
183.7 us/s; 19.0;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 75.4 mW  
  1.5 ms/s; 18.1;;;;Interrupt;[132] nvme3q18; 73.6 mW  
  5.0 ms/s; 15.2;;;;Process;[PID 4471] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 67.9 mW  
  4.7 ms/s; 15.2;;;;Process;[PID 4460] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 67.5 mW  
  1.6 ms/s; 15.2;;;;Process;[PID 4278] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 62.6 mW  
  0.8 ms/s; 15.2;;;;Process;[PID 5023] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 61.3 mW  
207.9 us/s; 15.2;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 60.4 mW  
 29.7 ms/s;  2.9;;;;Process;[PID 2536214] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 57.6 mW  
 33.9 ms/s;  1.0;;;;Process;[PID 236] [kcompactd0]; 56.7 mW  
  5.1 ms/s; 12.4;;;;Process;[PID 6794] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 56.7 mW  
  1.3 ms/s; 13.3;;;;Process;[PID 4376] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 54.5 mW  
  9.9 ms/s;  9.5;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 53.0 mW  
  2.1 ms/s; 12.4;;;;Process;[PID 6966] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 52.0 mW  
 30.0 ms/s;  1.0;;;;Process;[PID 2664277] sh; 50.6 mW  
140.2 us/s; 12.4;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ; 49.0 mW  
 20.3 ms/s;  2.9;;;;Interrupt;[7] sched(softirq); 42.9 mW  
110.3 us/s; 10.5;;;;Process;[PID 13] [ksoftirqd/0]; 41.5 mW  
 95.0 us/s; 10.5;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 41.4 mW  
  1.4 ms/s;  9.5;;;;Process;[PID 4287] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 39.7 mW  
621.8 us/s;  9.5;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 38.5 mW  
 11.6 ms/s;  4.8;;;;Process;[PID 2660013] powertop --csv=./report/report.csv -t 1 -i 600 ; 36.9 mW  
 85.4 us/s;  8.6;;;;kWork;free_work; 33.9 mW  
 12.8 us/s;  8.6;;;;kWork;wb_update_bandwidth_workfn; 33.8 mW  
  2.8 ms/s;  6.7;;;;Process;[PID 3997] /usr/local/bin/containerd ; 30.7 mW  


The system baseline power is estimated at:  163  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
475.1%;CPU use;   163 W   
105.1 pkts/s;Network interface: eno1 (e1000e);           
