____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:08:23 2025
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
243.5 ms/s;5266.5;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  21.2 W  
271.1 ms/s;5097.5;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.6 W  
253.8 ms/s;4322.7;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  17.5 W  
192.0 ms/s;4279.5;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  17.2 W  
213.3 ms/s;4256.0;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  17.1 W  
233.4 ms/s;4180.9;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  16.9 W  
227.8 ms/s;4081.3;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  16.5 W  
 14.5 ms/s;3100.0;;;;Timer;tick_sched_timer;  12.3 W  
 11.1 ms/s;1515.7;;;;Interrupt;[76] nvme1q8;  6.00 W  
  7.2 ms/s;1349.5;;;;Interrupt;[115] nvme4q9;  5.34 W  
  5.4 ms/s;1201.1;;;;Interrupt;[112] nvme4q6;  4.75 W  
  6.2 ms/s;987.0;;;;Interrupt;[129] nvme1q15;  3.91 W  
 12.9 ms/s;904.4;;;;Interrupt;[106] nvme1q14;  3.59 W  
 16.7 ms/s;863.0;;;;Interrupt;[63] nvme1q1;  3.44 W  
 97.9 ms/s;567.2;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.39 W  
  2.9 ms/s;587.9;;;;Interrupt;[74] nvme2q1;  2.33 W  
  7.5 ms/s;574.7;;;;Interrupt;[132] nvme3q18;  2.28 W  
  5.6 ms/s;530.6;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.10 W  
  2.5 ms/s;527.8;;;;Interrupt;[120] nvme4q14;  2.09 W  
  3.2 ms/s;417.9;;;;Interrupt;[85] nvme3q1;  1.66 W  
  6.1 ms/s;393.5;;;;Interrupt;[175] nvme1q18;  1.56 W  
 30.6 ms/s;324.0;;;;Timer;hrtimer_wakeup;  1.33 W  
  9.7 ms/s;303.3;;;;Interrupt;[51] nvme1q6;  1.21 W  
  3.4 ms/s;304.3;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  1.21 W  
  1.3 ms/s;279.9;;;;Interrupt;[197] nvme2q14;  1.11 W  
  7.2 ms/s;262.0;;;;Interrupt;[121] nvme4q15;  1.05 W  
  2.6 ms/s;241.3;;;;Interrupt;[110] nvme4q4;  957 mW  
  2.4 ms/s;215.1;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  853 mW  
  7.6 ms/s;189.7;;;;Interrupt;[169] nvme2q9;  761 mW  
  2.7 ms/s;189.7;;;;Interrupt;[107] nvme3q14;  754 mW  
  2.1 ms/s;188.8;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  749 mW  
  1.8 ms/s;187.8;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  745 mW  
381.7 ms/s; 32.9;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  725 mW  
  2.4 ms/s;181.2;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  720 mW  
 18.6 ms/s;170.9;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  704 mW  
  1.5 ms/s;175.6;;;;Interrupt;[203] nvme2q18;  696 mW  
  2.4 ms/s;174.7;;;;Interrupt;[113] nvme4q7;  694 mW  
  1.6 ms/s;164.3;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  652 mW  
  2.1 ms/s;160.6;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  638 mW  
  6.3 ms/s;155.9;;;;Process;[PID 7372] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  626 mW  
470.4 us/s;154.0;;;;Interrupt;[101] nvme2q4;  609 mW  
494.8 us/s;141.8;;;;Interrupt;[93] nvme3q9;  561 mW  
  7.5 ms/s;138.0;;;;Interrupt;[70] nvme1q5;  557 mW  
188.1 ms/s; 52.6;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  501 mW  
  1.1 ms/s;123.0;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  488 mW  
  6.0 ms/s;117.4;;;;Interrupt;[130] nvme3q16;  473 mW  
  4.5 ms/s;114.6;;;;Interrupt;[108] nvme3q15;  460 mW  
 88.7 ms/s; 72.3;;;;kWork;ext4_end_io_rsv_work;  424 mW  
  8.8 ms/s; 95.8;;;;Interrupt;[92] nvme3q8;  392 mW  
  1.6 ms/s; 94.8;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  377 mW  
  1.5 ms/s; 94.8;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  377 mW  
  1.1 ms/s; 94.8;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  376 mW  
  1.3 ms/s; 93.9;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  373 mW  
  1.3 ms/s; 93.0;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  369 mW  
  1.3 ms/s; 93.0;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  369 mW  
  4.1 ms/s; 85.5;;;;Interrupt;[3] net_rx(softirq);  344 mW  
  1.2 ms/s; 83.6;;;;Process;[PID 14] [rcu_sched];  332 mW  
  2.6 ms/s; 79.8;;;;Interrupt;[124] nvme4q18;  319 mW  
659.7 us/s; 79.8;;;;Interrupt;[88] nvme3q4;  316 mW  
  0.8 ms/s; 72.3;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes;  287 mW  
  1.3 ms/s; 68.6;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  273 mW  
  3.6 ms/s; 61.0;;;;Interrupt;[81] nvme1q9;  247 mW  
153.1 ms/s;  1.9;;;;Process;[PID 297] [kswapd0];  246 mW  
  1.1 ms/s; 61.0;;;;Interrupt;[83] nvme2q3;  243 mW  
 12.2 ms/s; 56.3;;;;Process;[PID 4989] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  242 mW  
498.0 us/s; 53.5;;;;Process;[PID 3951] /usr/local/bin/containerd ;  212 mW  
125.4 us/s; 49.8;;;;kWork;blk_mq_run_work_fn;  197 mW  
  0.8 ms/s; 47.9;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  190 mW  
655.1 us/s; 44.1;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  175 mW  
  5.8 ms/s; 36.6;;;;Process;[PID 5259] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  154 mW  
  6.8 ms/s; 31.9;;;;kWork;drain_local_pages_wq;  137 mW  
  4.7 ms/s; 31.0;;;;Process;[PID 5279] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  130 mW  
570.3 us/s; 31.9;;;;kWork;psi_avgs_work;  127 mW  
163.7 us/s; 31.9;;;;Interrupt;[200] nvme2q15;  126 mW  
  1.7 ms/s; 31.0;;;;Interrupt;[52] nvme1q7;  125 mW  
230.7 us/s; 31.0;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ;  123 mW  
  3.3 ms/s; 29.1;;;;Process;[PID 4292] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  120 mW  
 50.4 us/s; 29.1;;;;kWork;vmpressure_work_fn;  115 mW  
  4.1 ms/s; 24.4;;;;Process;[PID 4970] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  103 mW  
  1.7 ms/s; 23.5;;;;Interrupt;[167] nvme2q7; 95.5 mW  
  2.3 ms/s; 22.5;;;;Process;[PID 6794] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 92.6 mW  
  7.7 ms/s; 19.7;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 89.9 mW  
  6.5 ms/s; 17.8;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 80.7 mW  
270.7 us/s; 19.7;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 78.3 mW  
221.3 us/s; 17.8;;;;Process;[PID 3923] /usr/local/bin/containerd ; 70.8 mW  
125.0 us/s; 17.8;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 70.7 mW  
  4.6 ms/s; 16.0;;;;Process;[PID 5255] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 70.3 mW  
216.6 us/s; 16.9;;;;Process;[PID 4140] /usr/local/bin/containerd ; 67.1 mW  
 10.2 ms/s; 11.3;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 60.4 mW  
172.7 us/s; 15.0;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 59.6 mW  
  2.1 ms/s; 14.1;;;;Process;[PID 4969] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 59.0 mW  
  3.1 ms/s; 13.1;;;;Process;[PID 4967] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 56.8 mW  
 75.9 us/s; 14.1;;;;Process;[PID 2376] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 55.8 mW  
  1.7 ms/s; 13.1;;;;Process;[PID 6875] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 54.6 mW  
  1.5 ms/s; 13.1;;;;Process;[PID 4302] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 54.3 mW  
  3.2 ms/s; 12.2;;;;Process;[PID 6876] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 53.3 mW  
  2.9 ms/s; 11.3;;;;Process;[PID 5247] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 49.0 mW  
  2.2 ms/s; 11.3;;;;Process;[PID 5606] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 48.0 mW  
 27.9 ms/s;  0.9;;;;Process;[PID 236] [kcompactd0]; 47.2 mW  
  3.5 ms/s; 10.3;;;;Process;[PID 4966] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 46.2 mW  


The system baseline power is estimated at:  211  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
313.2%;CPU use;   211 W   
100.0%;PCI Device: Intel Corporation Sky Lake-E LMDP Channel 1;           
100.0%;PCI Device: Intel Corporation Sky Lake-E M3KTI Registers;           
100.0%;PCI Device: Intel Corporation Sky Lake-E CHA Registers;           
100.0%;PCI Device: Intel Corporation Sky Lake-E CHA Registers;           
100.0%;PCI Device: Intel Corporation Sky Lake-E CHA Registers;           
100.0%;PCI Device: Xilinx Corporation Device 9234;           
100.0%;PCI Device: Intel Corporation Sky Lake-E CBDMA Registers;           
100.0%;USB device: xHCI Host Controller;           
