____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:01:00 2025
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
342.7 ms/s;6657.9;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  26.8 W  
473.3 ms/s;5605.6;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  22.9 W  
290.8 ms/s;5260.0;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  21.2 W  
250.1 ms/s;5239.6;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  21.1 W  
282.9 ms/s;4964.5;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.1 W  
178.6 ms/s;3485.1;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  14.0 W  
 14.0 ms/s;2870.9;;;;Timer;tick_sched_timer;  11.4 W  
 10.3 ms/s;1184.8;;;;Interrupt;[197] nvme2q14;  4.70 W  
  2.1 ms/s;728.1;;;;Interrupt;[101] nvme2q4;  2.88 W  
343.9 ms/s;566.0;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.77 W  
691.7 ms/s;393.7;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  2.63 W  
 11.0 ms/s;568.8;;;;Interrupt;[116] nvme4q10;  2.26 W  
  1.9 ms/s;527.1;;;;Interrupt;[171] nvme2q11;  2.09 W  
  5.1 ms/s;525.3;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.08 W  
 11.5 ms/s;504.9;;;;Interrupt;[81] nvme1q9;  2.01 W  
506.8 ms/s;164.0;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  1.44 W  
  3.7 ms/s;357.6;;;;Interrupt;[120] nvme4q14;  1.42 W  
  3.0 ms/s;291.8;;;;Interrupt;[203] nvme2q18;  1.16 W  
 12.1 ms/s;267.7;;;;Interrupt;[173] nvme1q16;  1.08 W  
  1.1 ms/s;231.6;;;;Interrupt;[93] nvme3q9;  917 mW  
  1.2 ms/s;214.9;;;;Interrupt;[169] nvme2q9;  851 mW  
  2.6 ms/s;200.1;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  794 mW  
  2.9 ms/s;199.2;;;;Interrupt;[74] nvme2q1;  791 mW  
  2.7 ms/s;199.2;;;;Interrupt;[50] nvme1q4;  791 mW  
  2.2 ms/s;186.2;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  739 mW  
  2.4 ms/s;184.4;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  732 mW  
  2.0 ms/s;184.4;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  731 mW  
 19.0 ms/s;174.2;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  718 mW  
  2.0 ms/s;169.5;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  673 mW  
  2.2 ms/s;168.6;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  669 mW  
 29.8 ms/s;111.2;;;;Timer;hrtimer_wakeup;  486 mW  
  1.8 ms/s;121.4;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  482 mW  
137.6 ms/s; 67.6;;;;Process;[PID 2624246] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  482 mW  
  1.5 ms/s;121.4;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  482 mW  
637.0 us/s;120.4;;;;Interrupt;[170] nvme2q10;  477 mW  
101.1 ms/s; 77.8;;;;kWork;ext4_end_io_rsv_work;  465 mW  
  1.9 ms/s;116.7;;;;Interrupt;[106] nvme1q14;  464 mW  
  4.2 ms/s;106.5;;;;Interrupt;[99] nvme1q11;  427 mW  
  1.2 ms/s;101.0;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  401 mW  
  1.1 ms/s;101.0;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  401 mW  
  1.4 ms/s; 95.4;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  379 mW  
  1.4 ms/s; 93.6;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  372 mW  
  1.1 ms/s; 93.6;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  371 mW  
  1.6 ms/s; 92.6;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  368 mW  
  1.6 ms/s; 92.6;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  368 mW  
  1.4 ms/s; 91.7;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  364 mW  
  1.2 ms/s; 91.7;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  364 mW  
135.6 ms/s; 32.4;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  340 mW  
356.4 us/s; 78.7;;;;Interrupt;[104] nvme2q5;  312 mW  
173.8 ms/s;  2.8;;;;Process;[PID 297] [kswapd0];  282 mW  
  5.4 ms/s; 66.7;;;;Interrupt;[132] nvme3q18;  272 mW  
  3.8 ms/s; 63.0;;;;Process;[PID 6966] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  255 mW  
  4.6 ms/s; 60.2;;;;Interrupt;[3] net_rx(softirq);  245 mW  
  1.1 ms/s; 61.1;;;;Process;[PID 14] [rcu_sched];  243 mW  
  2.4 ms/s; 54.7;;;;Process;[PID 7373] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  220 mW  
  7.8 ms/s; 49.1;;;;Process;[PID 5011] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  206 mW  
 13.1 ms/s; 44.5;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  196 mW  
  9.0 ms/s; 43.5;;;;kWork;drain_local_pages_wq;  186 mW  
  6.4 ms/s; 41.7;;;;Process;[PID 5284] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  175 mW  
229.7 us/s; 39.8;;;;Process;[PID 4665] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id aefc828f8bd87f8e0976369e68b9ed7bff2f2053f3a80387b4b0d8b;  158 mW  
  5.0 ms/s; 37.1;;;;Interrupt;[271] nvidia;  154 mW  
  1.8 ms/s; 38.0;;;;Interrupt;[175] nvme1q18;  153 mW  
493.1 us/s; 38.0;;;;Process;[PID 3951] /usr/local/bin/containerd ;  151 mW  
  4.0 ms/s; 35.2;;;;Process;[PID 4970] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  145 mW  
  5.7 ms/s; 32.4;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  137 mW  
359.2 us/s; 34.3;;;;Process;[PID 3923] /usr/local/bin/containerd ;  136 mW  
  2.6 ms/s; 32.4;;;;Process;[PID 5607] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  132 mW  
  4.9 ms/s; 30.6;;;;Process;[PID 4993] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  128 mW  
286.9 us/s; 31.5;;;;Process;[PID 4140] /usr/local/bin/containerd ;  125 mW  
179.5 us/s; 31.5;;;;Process;[PID 4724] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 6a0bf2c17e593bc196917f4bec85506fdfa250c22889088ff2a4b7d;  125 mW  
211.4 us/s; 30.6;;;;Process;[PID 4669] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id e64bba86af5dad63d5e0eab4c13e55334635ed94e472a09eaa7d934;  121 mW  
172.5 us/s; 29.6;;;;Timer;watchdog_timer_fn;  117 mW  
289.2 us/s; 26.9;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ;  107 mW  
  3.2 ms/s; 24.1;;;;Process;[PID 4981] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  100 mW  
158.6 us/s; 25.0;;;;Process;[PID 4694] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id d0a2cf7ef1623235712be52234e78041e1d0f1544b2737ff0c5f802; 99.0 mW  
  2.8 ms/s; 23.2;;;;Process;[PID 4264] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 95.9 mW  
 10.8 ms/s; 18.5;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 90.0 mW  
410.9 us/s; 22.2;;;;kWork;psi_avgs_work; 88.5 mW  
404.1 us/s; 21.3;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 84.8 mW  
 47.8 ms/s;  1.9;;;;Process;[PID 2660013] powertop --csv=./report/report.csv -t 1 -i 600 ; 81.9 mW  
  9.6 ms/s; 15.7;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 77.2 mW  
  5.1 ms/s; 16.7;;;;Process;[PID 4464] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 73.8 mW  
268.9 us/s; 18.5;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 73.6 mW  
241.8 us/s; 17.6;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 69.9 mW  
  1.9 ms/s; 16.7;;;;Process;[PID 4330] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 68.8 mW  
  2.9 ms/s; 15.7;;;;Process;[PID 4987] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 66.8 mW  
  2.6 ms/s; 14.8;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 62.6 mW  
  2.0 ms/s; 14.8;;;;Process;[PID 6876] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 61.7 mW  
  2.0 ms/s; 13.9;;;;Process;[PID 4449] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 58.0 mW  
  1.7 ms/s; 13.9;;;;Process;[PID 4372] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 57.6 mW  
  1.1 ms/s; 13.9;;;;Process;[PID 9594] [jbd2/nvme1n1-8]; 56.7 mW  
  3.4 ms/s; 13.0;;;;Process;[PID 4957] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 56.6 mW  
  1.0 ms/s; 13.9;;;;Process;[PID 5075] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 56.4 mW  
  3.1 ms/s; 13.0;;;;Process;[PID 4471] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 56.0 mW  
  0.9 ms/s; 13.0;;;;Process;[PID 902] [jbd2/nvme2n1-8]; 52.6 mW  
