____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 17:10:19 2025
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
351.8 ms/s;7456.1;;;;Process;[PID 2624252] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  30.0 W  
321.7 ms/s;6096.7;;;;Process;[PID 2624247] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  24.6 W  
307.3 ms/s;5426.4;;;;Process;[PID 2624248] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  21.9 W  
292.7 ms/s;5057.8;;;;Process;[PID 2624245] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.4 W  
244.2 ms/s;5059.6;;;;Process;[PID 2624249] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  20.4 W  
215.1 ms/s;4724.0;;;;Process;[PID 2624253] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  19.0 W  
267.3 ms/s;4403.5;;;;Process;[PID 2624251] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  17.8 W  
 18.1 ms/s;2919.6;;;;Timer;tick_sched_timer;  11.6 W  
 16.4 ms/s;1507.4;;;;Interrupt;[124] nvme4q18;  5.98 W  
 11.6 ms/s;1441.4;;;;Interrupt;[51] nvme1q6;  5.71 W  
  4.3 ms/s;1225.6;;;;Interrupt;[197] nvme2q14;  4.85 W  
 10.8 ms/s;1047.4;;;;Interrupt;[120] nvme4q14;  4.15 W  
  9.5 ms/s;898.4;;;;Interrupt;[93] nvme3q9;  3.56 W  
137.5 ms/s;724.0;;;;Process;[PID 2624294] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  3.07 W  
  7.2 ms/s;670.3;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.66 W  
  2.9 ms/s;568.5;;;;Interrupt;[112] nvme4q6;  2.25 W  
  7.6 ms/s;561.9;;;;Interrupt;[85] nvme3q1;  2.23 W  
  2.4 ms/s;485.5;;;;Interrupt;[111] nvme4q5;  1.92 W  
  4.0 ms/s;466.7;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  1.85 W  
  1.2 ms/s;465.7;;;;Interrupt;[203] nvme2q18;  1.84 W  
  4.6 ms/s;463.8;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  1.84 W  
  1.4 ms/s;291.3;;;;Interrupt;[200] nvme2q15;  1.15 W  
  3.6 ms/s;271.5;;;;Interrupt;[175] nvme1q18;  1.08 W  
 41.6 ms/s;193.3;;;;Timer;hrtimer_wakeup;  828 mW  
  3.0 ms/s;203.6;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ;  809 mW  
  2.2 ms/s;186.7;;;;Interrupt;[110] nvme4q4;  741 mW  
  2.2 ms/s;184.8;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  733 mW  
  3.0 ms/s;181.0;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  720 mW  
  7.6 ms/s;179.1;;;;Interrupt;[90] nvme3q6;  719 mW  
 20.1 ms/s;159.3;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  661 mW  
  2.4 ms/s;148.0;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  588 mW  
  2.4 ms/s;139.5;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  555 mW  
  1.6 ms/s;139.5;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  554 mW  
  1.5 ms/s;136.7;;;;Process;[PID 4140] /usr/local/bin/containerd ;  542 mW  
539.3 us/s;136.7;;;;Interrupt;[194] nvme2q12;  541 mW  
  6.6 ms/s;130.1;;;;Interrupt;[70] nvme1q5;  524 mW  
256.2 us/s;128.2;;;;Interrupt;[169] nvme2q9;  507 mW  
  2.2 ms/s;127.3;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  506 mW  
698.6 us/s;118.8;;;;Interrupt;[127] nvme2q6;  470 mW  
  0.8 ms/s;116.9;;;;Interrupt;[195] nvme2q13;  463 mW  
279.7 us/s;116.9;;;;kWork;blk_mq_run_work_fn;  462 mW  
  1.0 ms/s;115.0;;;;Interrupt;[96] nvme3q12;  456 mW  
  9.3 ms/s;109.4;;;;Interrupt;[118] nvme4q12;  446 mW  
  4.4 ms/s;109.4;;;;Interrupt;[88] nvme3q4;  439 mW  
  7.4 ms/s;104.6;;;;Process;[PID 6931] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  425 mW  
  1.8 ms/s; 98.0;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  390 mW  
  1.8 ms/s; 96.2;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  383 mW  
  2.0 ms/s; 95.2;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  379 mW  
  1.9 ms/s; 93.3;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  372 mW  
  1.7 ms/s; 88.6;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  353 mW  
131.0 ms/s; 33.9;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  338 mW  
  1.6 ms/s; 78.2;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  312 mW  
  1.8 ms/s; 72.6;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  290 mW  
  1.2 ms/s; 70.7;;;;Process;[PID 14] [rcu_sched];  281 mW  
 52.8 ms/s; 48.1;;;;kWork;ext4_end_io_rsv_work;  272 mW  
  0.9 ms/s; 66.0;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  262 mW  
407.6 us/s; 64.1;;;;Interrupt;[101] nvme2q4;  254 mW  
  3.8 ms/s; 61.3;;;;Interrupt;[132] nvme3q18;  248 mW  
  0.8 ms/s; 58.4;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes;  232 mW  
  3.9 ms/s; 54.7;;;;Interrupt;[106] nvme1q14;  222 mW  
  3.1 ms/s; 51.9;;;;Interrupt;[3] net_rx(softirq);  210 mW  
 72.3 ms/s; 23.6;;;;Process;[PID 2624250] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s;  206 mW  
595.5 us/s; 49.0;;;;Process;[PID 3923] /usr/local/bin/containerd ;  195 mW  
 29.4 ms/s; 35.8;;;;Process;[PID 5281] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  187 mW  
543.9 us/s; 42.4;;;;Process;[PID 3951] /usr/local/bin/containerd ;  168 mW  
 35.9 ms/s; 25.5;;;;Process;[PID 5243] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  157 mW  
  5.5 ms/s; 34.9;;;;Process;[PID 5234] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  146 mW  
308.1 us/s; 36.8;;;;Interrupt;[130] nvme3q16;  146 mW  
 26.8 ms/s; 25.5;;;;Process;[PID 5071] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  142 mW  
  6.2 ms/s; 32.1;;;;Interrupt;[50] nvme1q4;  136 mW  
  4.3 ms/s; 32.1;;;;Process;[PID 5007] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  133 mW  
  3.8 ms/s; 29.2;;;;Process;[PID 7437] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  121 mW  
 25.2 ms/s; 20.7;;;;Process;[PID 4469] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  121 mW  
 21.2 ms/s; 21.7;;;;Process;[PID 4462] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  119 mW  
 27.7 ms/s; 16.0;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  107 mW  
  8.6 ms/s; 22.6;;;;Interrupt;[122] nvme4q16;  103 mW  
 23.8 ms/s; 15.1;;;;Process;[PID 4957] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 96.7 mW  
  4.4 ms/s; 22.6;;;;Process;[PID 4986] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 96.2 mW  
  7.9 ms/s; 20.7;;;;Process;[PID 4464] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 94.2 mW  
131.3 us/s; 21.7;;;;Interrupt;[205] nvme2q19; 85.9 mW  
  4.2 ms/s; 19.8;;;;Process;[PID 5607] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 84.8 mW  
 31.2 ms/s;  8.5;;;;Process;[PID 4987] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 82.1 mW  
  4.1 ms/s; 18.9;;;;Process;[PID 4361] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 80.9 mW  
  1.4 ms/s; 19.8;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 80.4 mW  
445.0 us/s; 19.8;;;;kWork;psi_avgs_work; 78.9 mW  
161.4 us/s; 18.9;;;;Process;[PID 6452] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 083db65ae327b9e0a32de5b7c8d6adc873824aeaf23d85db7377cef; 74.7 mW  
 31.1 ms/s;  6.6;;;;Process;[PID 2624246] /home/zhining/rocksdb-9.0.0-CSD-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,s; 74.6 mW  
  4.4 ms/s; 17.0;;;;Process;[PID 6835] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 73.9 mW  
  3.8 ms/s; 17.0;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 72.9 mW  
123.6 us/s; 17.9;;;;Process;[PID 6105] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id e4b4a00dfcb8c8d8615756420e877d7c123ddc06498d0735b80f405; 70.9 mW  
117.4 us/s; 17.9;;;;Process;[PID 4694] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id d0a2cf7ef1623235712be52234e78041e1d0f1544b2737ff0c5f802; 70.9 mW  
  3.7 ms/s; 16.0;;;;Process;[PID 662822] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubele; 69.1 mW  
118.7 us/s; 17.0;;;;Process;[PID 5995] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 273185707818ccfe3b4766f3507142a526407e18b4fdbf0c960aad9; 67.2 mW  
105.7 us/s; 17.0;;;;Process;[PID 4669] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id e64bba86af5dad63d5e0eab4c13e55334635ed94e472a09eaa7d934; 67.2 mW  
101.7 us/s; 17.0;;;;Process;[PID 4665] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id aefc828f8bd87f8e0976369e68b9ed7bff2f2053f3a80387b4b0d8b; 67.2 mW  
  1.8 ms/s; 15.1;;;;Process;[PID 4302] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 62.4 mW  
 39.0 ms/s;;;;;Process;[PID 2469332] [kworker/u72:24]; 60.9 mW  
