____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:44:31 2025
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
326.7 ms/s;6204.4;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  25.0 W  
294.6 ms/s;6045.0;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  24.3 W  
363.8 ms/s;3785.8;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  15.5 W  
136.4 ms/s;2467.0;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  9.96 W  
 12.8 ms/s;2481.9;;;;Timer;tick_sched_timer;  9.82 W  
 23.2 ms/s;2461.4;;;;Interrupt;[107] nvme3q14;  9.76 W  
  8.0 ms/s;829.5;;;;Interrupt;[88] nvme3q4;  3.29 W  
197.6 ms/s;691.5;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  3.04 W  
 11.2 ms/s;727.0;;;;Interrupt;[132] nvme3q18;  2.89 W  
 10.3 ms/s;512.6;;;;Interrupt;[50] nvme1q4;  2.04 W  
  2.8 ms/s;191.1;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  759 mW  
  3.0 ms/s;188.3;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  748 mW  
 21.0 ms/s;179.9;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  743 mW  
  2.3 ms/s;186.4;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  740 mW  
  3.0 ms/s;184.5;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  734 mW  
  2.6 ms/s;184.5;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  733 mW  
  1.7 ms/s;180.8;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  717 mW  
  2.4 ms/s;176.1;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  700 mW  
  1.8 ms/s;134.2;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  533 mW  
  1.8 ms/s;131.4;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  522 mW  
181.6 ms/s; 53.1;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  493 mW  
  6.8 ms/s;110.9;;;;Process;[PID 6922] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  449 mW  
  1.2 ms/s;100.7;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  399 mW  
  7.6 ms/s; 95.1;;;;Interrupt;[106] nvme1q14;  387 mW  
  1.8 ms/s; 96.9;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  386 mW  
  2.9 ms/s; 96.0;;;;Interrupt;[93] nvme3q9;  384 mW  
  1.5 ms/s; 93.2;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  371 mW  
  1.9 ms/s; 92.3;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  367 mW  
  1.8 ms/s; 92.3;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  367 mW  
  1.7 ms/s; 92.3;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  367 mW  
  8.1 ms/s; 89.5;;;;Process;[PID 5247] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  366 mW  
  1.8 ms/s; 90.4;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  360 mW  
  1.8 ms/s; 86.7;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  345 mW  
660.0 us/s; 63.4;;;;Process;[PID 3951] /usr/local/bin/containerd ;  251 mW  
  4.2 ms/s; 61.5;;;;Process;[PID 5607] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  250 mW  
  1.2 ms/s; 59.6;;;;Process;[PID 14] [rcu_sched];  237 mW  
  3.1 ms/s; 53.1;;;;Interrupt;[3] net_rx(softirq);  215 mW  
  0.9 ms/s; 47.5;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  189 mW  
483.6 us/s; 47.5;;;;Process;[PID 3923] /usr/local/bin/containerd ;  189 mW  
  4.6 ms/s; 44.7;;;;Process;[PID 5044] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  184 mW  
 36.4 ms/s; 29.8;;;;Timer;hrtimer_wakeup;  175 mW  
 34.8 ms/s; 27.0;;;;kWork;ext4_end_io_rsv_work;  161 mW  
340.1 us/s; 36.3;;;;Process;[PID 4140] /usr/local/bin/containerd ;  144 mW  
256.5 us/s; 27.0;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ;  107 mW  
  4.6 ms/s; 22.4;;;;Process;[PID 4331] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 95.5 mW  
 52.4 ms/s;  2.8;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 92.8 mW  
408.2 us/s; 23.3;;;;kWork;psi_avgs_work; 92.7 mW  
  4.3 ms/s; 20.5;;;;Process;[PID 4374] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 87.6 mW  
  8.2 ms/s; 16.8;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 79.1 mW  
  2.5 ms/s; 18.6;;;;Process;[PID 719127] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubele; 77.6 mW  
290.6 us/s; 18.6;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 74.1 mW  
  6.0 ms/s; 15.8;;;;Process;[PID 4488] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 72.0 mW  
  3.5 ms/s; 16.8;;;;Process;[PID 4959] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 71.8 mW  
  1.6 ms/s; 14.9;;;;Process;[PID 4332] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 61.3 mW  
  5.0 ms/s; 13.0;;;;Process;[PID 7895] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 59.4 mW  
  1.6 ms/s; 14.0;;;;Process;[PID 5606] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 57.7 mW  
  7.7 ms/s; 11.2;;;;Process;[PID 4460] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 56.2 mW  
  4.7 ms/s; 12.1;;;;Process;[PID 4292] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 55.1 mW  
 18.8 ms/s;  6.5;;;;Interrupt;[7] sched(softirq); 55.0 mW  
 10.1 ms/s;  8.4;;;;Interrupt;[51] nvme1q6; 49.0 mW  
669.4 us/s; 12.1;;;;Process;[PID 5022] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 48.9 mW  
  3.5 ms/s; 10.3;;;;Process;[PID 4987] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 45.9 mW  
  2.6 ms/s; 10.3;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 44.6 mW  
254.4 us/s; 11.2;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 44.6 mW  
152.9 us/s; 10.3;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 40.7 mW  
  1.6 ms/s;  9.3;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 39.3 mW  
  5.7 ms/s;  7.5;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 38.3 mW  
  3.1 ms/s;  8.4;;;;Process;[PID 6084] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 38.0 mW  
149.7 us/s;  9.3;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 37.0 mW  
126.6 us/s;  8.4;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 33.3 mW  
100.6 us/s;  8.4;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 33.3 mW  
  3.0 ms/s;  6.5;;;;Process;[PID 5031] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 30.4 mW  
133.4 us/s;  6.5;;;;Process;[PID 1615] /usr/bin/containerd ; 26.0 mW  
  1.5 ms/s;  5.6;;;;Process;[PID 4239] /usr/local/bin/containerd ; 24.4 mW  
  1.1 ms/s;  5.6;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 23.8 mW  
579.0 us/s;  5.6;;;;Process;[PID 9594] [jbd2/nvme1n1-8]; 23.0 mW  
425.9 us/s;  5.6;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 22.8 mW  
  5.9 ms/s;  2.8;;;;kWork;handle_update; 20.3 mW  
  1.2 ms/s;  4.7;;;;Process;[PID 4462] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 20.2 mW  
316.7 us/s;  4.7;;;;Process;[PID 3001] /usr/bin/containerd ; 18.9 mW  
315.1 us/s;  4.7;;;;Interrupt;[89] nvme3q5; 18.9 mW  
 15.9 us/s;  4.7;;;;kWork;cgroup_pidlist_destroy_work_fn; 18.4 mW  
  6.9 ms/s;  1.9;;;;Interrupt;[82] nvme1q10; 18.1 mW  
  1.7 ms/s;  3.7;;;;Process;[PID 4170] /usr/local/bin/containerd ; 17.4 mW  
  0.9 ms/s;  3.7;;;;Process;[PID 2536201] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 16.2 mW  
636.1 us/s;  3.7;;;;Process;[PID 5857] /usr/local/bin/containerd ; 15.7 mW  
527.4 us/s;  3.7;;;;Process;[PID 15231] /coredns -conf /etc/coredns/Corefile ; 15.5 mW  
285.5 us/s;  3.7;;;;Process;[PID 2552626] /home/zhining/.vscode-server/extensions/ms-vscode.cpptools-1.26.5-linux-x64/bin/cpptools ; 15.2 mW  
 33.1 us/s;  3.7;;;;kWork;defense_work_handler; 14.8 mW  
  7.7 us/s;  3.7;;;;kWork;wb_update_bandwidth_workfn; 14.7 mW  
  1.5 ms/s;  2.8;;;;Process;[PID 5258] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 13.5 mW  
  3.7 ms/s;  1.9;;;;Process;[PID 2536076] /home/zhining/.vscode-server/code-f220831ea2d946c0dcb0f3eaa480eb435a2c1260 command-shell --cli-data-dir /home/zhi; 13.1 mW  
  5.9 ms/s;  0.9;;;;Process;[PID 5255] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 12.8 mW  
  3.4 ms/s;  1.9;;;;Interrupt;[175] nvme1q18; 12.7 mW  
  1.1 ms/s;  2.8;;;;Process;[PID 1033389] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 12.7 mW  
  1.0 ms/s;  2.8;;;;Process;[PID 2546526] /home/zhining/.vscode-server/code-360a4e4fd251bfce169a4ddf857c7d25d1ad40da command-shell --cli-data-dir /home/zhi; 12.7 mW  
  0.9 ms/s;  2.8;;;;Process;[PID 5859] /usr/local/bin/containerd ; 12.4 mW  
