____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:52:15 2025
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
324.3 ms/s;6329.4;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  25.5 W  
304.5 ms/s;5638.0;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  22.7 W  
217.5 ms/s;4723.0;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  19.0 W  
183.7 ms/s;3905.2;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  15.7 W  
 16.2 ms/s;2979.8;;;;Timer;tick_sched_timer;  11.8 W  
 19.2 ms/s;1970.5;;;;Interrupt;[107] nvme3q14;  7.81 W  
 20.5 ms/s;1657.3;;;;Interrupt;[108] nvme3q15;  6.58 W  
 14.8 ms/s;1145.1;;;;Interrupt;[132] nvme3q18;  4.55 W  
 16.4 ms/s;1105.5;;;;Interrupt;[88] nvme3q4;  4.39 W  
184.0 ms/s;621.6;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  2.74 W  
  6.5 ms/s;626.3;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.48 W  
  3.3 ms/s;297.1;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  1.18 W  
  2.1 ms/s;243.4;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  965 mW  
  2.0 ms/s;202.8;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  804 mW  
  2.9 ms/s;189.6;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  753 mW  
  2.1 ms/s;188.7;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  748 mW  
  3.1 ms/s;187.7;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  746 mW  
  2.7 ms/s;185.8;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  738 mW  
  3.0 ms/s;184.9;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  735 mW  
 23.0 ms/s;172.6;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  718 mW  
  3.0 ms/s;179.2;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  713 mW  
 44.4 ms/s;132.1;;;;Timer;hrtimer_wakeup;  591 mW  
  2.3 ms/s;123.6;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  492 mW  
  7.2 ms/s;108.5;;;;Process;[PID 7437] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  440 mW  
161.5 ms/s; 46.2;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  435 mW  
  1.2 ms/s;103.8;;;;Process;[PID 3951] /usr/local/bin/containerd ;  412 mW  
  2.0 ms/s; 95.3;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  379 mW  
  2.0 ms/s; 94.3;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  376 mW  
  1.8 ms/s; 93.4;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  372 mW  
  1.6 ms/s; 92.4;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  368 mW  
  2.0 ms/s; 91.5;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  364 mW  
  1.8 ms/s; 88.7;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  353 mW  
  1.8 ms/s; 88.7;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  353 mW  
  1.0 ms/s; 85.8;;;;Process;[PID 4140] /usr/local/bin/containerd ;  341 mW  
  0.9 ms/s; 82.1;;;;Process;[PID 3923] /usr/local/bin/containerd ;  326 mW  
 17.5 ms/s; 54.7;;;;Process;[PID 5248] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  243 mW  
  1.1 ms/s; 58.5;;;;Process;[PID 14] [rcu_sched];  233 mW  
  5.8 ms/s; 52.8;;;;Interrupt;[3] net_rx(softirq);  218 mW  
  6.1 ms/s; 51.9;;;;Process;[PID 5015] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  214 mW  
  9.2 ms/s; 34.9;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  152 mW  
  6.7 ms/s; 34.9;;;;Process;[PID 4969] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  148 mW  
  7.0 ms/s; 31.1;;;;Process;[PID 719127] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubele;  134 mW  
 16.1 ms/s; 26.4;;;;Process;[PID 6826] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  129 mW  
  6.7 ms/s; 29.2;;;;Process;[PID 5241] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  126 mW  
  8.7 ms/s; 28.3;;;;Process;[PID 5255] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  125 mW  
  9.4 ms/s; 25.5;;;;Process;[PID 4286] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  115 mW  
 25.7 ms/s; 17.9;;;;kWork;ext4_end_io_rsv_work;  111 mW  
  6.8 ms/s; 24.5;;;;Process;[PID 4954] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  107 mW  
  8.1 ms/s; 23.6;;;;Process;[PID 4993] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  106 mW  
  8.1 ms/s; 23.6;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  106 mW  
458.3 us/s; 23.6;;;;kWork;psi_avgs_work; 93.9 mW  
  9.9 ms/s; 17.9;;;;Process;[PID 4309] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 86.3 mW  
  4.9 ms/s; 18.9;;;;Process;[PID 4998] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 82.2 mW  
137.8 us/s; 20.8;;;;Process;[PID 5443] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 54d536dde725d2969e59d1ea970884aa842e5bb128aff413c99b461; 82.2 mW  
  4.8 ms/s; 17.9;;;;Process;[PID 5007] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 78.2 mW  
314.2 us/s; 18.9;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 75.0 mW  
 10.4 ms/s; 14.1;;;;Process;[PID 9491] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 72.1 mW  
  2.9 ms/s; 17.0;;;;Process;[PID 4955] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 71.6 mW  
 24.7 ms/s;  7.5;;;;Interrupt;[7] sched(softirq); 68.4 mW  
417.3 us/s; 17.0;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 67.7 mW  
  7.4 ms/s; 14.1;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 67.4 mW  
133.1 us/s; 17.0;;;;Process;[PID 5391] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 36141a7eb7a1fa97c129e829d0eaf5cacba0d5533350c699de6190d; 67.3 mW  
148.4 us/s; 16.0;;;;Process;[PID 4694] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id d0a2cf7ef1623235712be52234e78041e1d0f1544b2737ff0c5f802; 63.6 mW  
139.0 us/s; 16.0;;;;Process;[PID 6201] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 12b49972ac7554b68b43e7f72dbb46f9eb2edea310eaf59791b7a10; 63.6 mW  
137.4 us/s; 16.0;;;;Process;[PID 6105] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id e4b4a00dfcb8c8d8615756420e877d7c123ddc06498d0735b80f405; 63.6 mW  
103.9 us/s; 16.0;;;;Process;[PID 5439] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id f4f1de9398c9d22a053c3968e78afaea31223ad1b8d5a403cdc4166; 63.5 mW  
  1.6 ms/s; 15.1;;;;Process;[PID 5033] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 62.1 mW  
129.2 us/s; 15.1;;;;Process;[PID 4669] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id e64bba86af5dad63d5e0eab4c13e55334635ed94e472a09eaa7d934; 59.8 mW  
115.9 us/s; 15.1;;;;Process;[PID 5995] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 273185707818ccfe3b4766f3507142a526407e18b4fdbf0c960aad9; 59.8 mW  
112.0 us/s; 15.1;;;;Process;[PID 5373] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 4e7afb391f8db15dff5e6ce34e40f192014e42a19a31a2a220aedb0; 59.8 mW  
109.0 us/s; 15.1;;;;Process;[PID 4724] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 6a0bf2c17e593bc196917f4bec85506fdfa250c22889088ff2a4b7d; 59.8 mW  
103.2 us/s; 15.1;;;;Process;[PID 6224] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 9b8822e52d868a1fe98230df1b033d941c2bd857c2b7d38af7b037c; 59.8 mW  
108.4 us/s; 14.1;;;;Process;[PID 6452] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 083db65ae327b9e0a32de5b7c8d6adc873824aeaf23d85db7377cef; 56.1 mW  
  4.5 ms/s; 12.3;;;;Process;[PID 4477] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 55.5 mW  
  5.2 ms/s; 10.4;;;;Process;[PID 4277] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 49.1 mW  
 82.0 us/s; 11.3;;;;kWork;blk_mq_requeue_work; 44.8 mW  
  2.4 ms/s; 10.4;;;;Process;[PID 4080] /usr/local/bin/containerd ; 44.8 mW  
284.4 us/s; 10.4;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 41.4 mW  
180.1 us/s; 10.4;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 41.3 mW  
  2.4 ms/s;  9.4;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 41.0 mW  
  1.6 ms/s;  9.4;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 39.8 mW  
 82.1 us/s;  9.4;;;;Timer;watchdog_timer_fn; 37.4 mW  
  2.0 ms/s;  8.5;;;;Process;[PID 2536048] sshd: zhining@notty ; 36.6 mW  
  3.5 ms/s;  7.5;;;;Process;[PID 3953] /usr/local/bin/containerd ; 35.2 mW  
  3.3 ms/s;  7.5;;;;Process;[PID 4601] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 34.9 mW  
  5.0 ms/s;  6.6;;;;Process;[PID 4362] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 33.9 mW  
165.0 us/s;  8.5;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 33.8 mW  
 84.1 us/s;  8.5;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 33.7 mW  
