____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:41:53 2025
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
298.0 ms/s;5982.1;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  24.1 W  
250.0 ms/s;5300.3;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  21.3 W  
219.4 ms/s;4246.9;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  17.1 W  
 11.2 ms/s;2355.6;;;;Timer;tick_sched_timer;  9.32 W  
464.4 ms/s;1686.1;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  7.38 W  
  6.2 ms/s;1160.3;;;;Interrupt;[106] nvme1q14;  4.59 W  
 14.6 ms/s;988.2;;;;Interrupt;[81] nvme1q9;  3.93 W  
 10.6 ms/s;976.8;;;;Interrupt;[175] nvme1q18;  3.88 W  
175.2 ms/s;718.7;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  3.11 W  
 12.4 ms/s;740.4;;;;Interrupt;[120] nvme4q14;  2.94 W  
  2.5 ms/s;545.6;;;;Interrupt;[124] nvme4q18;  2.16 W  
  4.7 ms/s;456.7;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  1.81 W  
  2.9 ms/s;219.4;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  871 mW  
  1.8 ms/s;190.1;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  754 mW  
  2.6 ms/s;183.5;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  729 mW  
  2.6 ms/s;178.7;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  710 mW  
  2.2 ms/s;175.9;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  698 mW  
  2.2 ms/s;169.3;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  672 mW  
 17.4 ms/s;155.1;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  640 mW  
  2.3 ms/s;152.2;;;;Interrupt;[50] nvme1q4;  605 mW  
  6.0 ms/s;124.8;;;;Process;[PID 6930] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  502 mW  
174.9 ms/s; 54.8;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  489 mW  
  2.0 ms/s;119.2;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  474 mW  
  1.8 ms/s; 96.5;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  384 mW  
  1.6 ms/s; 96.5;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  384 mW  
  1.8 ms/s; 94.6;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  376 mW  
  1.8 ms/s; 93.6;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  373 mW  
  1.6 ms/s; 92.7;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  369 mW  
  1.6 ms/s; 90.8;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  361 mW  
  1.4 ms/s; 89.8;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  357 mW  
  1.2 ms/s; 89.8;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  357 mW  
  6.0 ms/s; 76.6;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  312 mW  
597.0 us/s; 75.7;;;;Process;[PID 4140] /usr/local/bin/containerd ;  300 mW  
543.8 us/s; 72.8;;;;Process;[PID 3923] /usr/local/bin/containerd ;  288 mW  
  1.0 ms/s; 70.9;;;;Process;[PID 14] [rcu_sched];  282 mW  
 33.8 ms/s; 57.7;;;;Timer;hrtimer_wakeup;  281 mW  
  7.0 ms/s; 66.2;;;;Interrupt;[121] nvme4q15;  272 mW  
  3.7 ms/s; 54.8;;;;Interrupt;[3] net_rx(softirq);  222 mW  
 43.5 ms/s; 35.0;;;;kWork;ext4_end_io_rsv_work;  206 mW  
445.4 us/s; 49.2;;;;Process;[PID 3951] /usr/local/bin/containerd ;  195 mW  
  3.9 ms/s; 39.7;;;;Process;[PID 4971] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  163 mW  
  0.7 ms/s; 39.7;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  158 mW  
  3.4 ms/s; 36.9;;;;Process;[PID 7437] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  151 mW  
  3.1 ms/s; 35.9;;;;Process;[PID 4288] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  147 mW  
642.7 us/s; 35.0;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  139 mW  
  4.5 ms/s; 27.4;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  115 mW  
 11.5 ms/s; 23.6;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin;  111 mW  
  2.1 ms/s; 26.5;;;;Process;[PID 4364] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  108 mW  
198.9 us/s; 25.5;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ;  101 mW  
148.1 us/s; 25.5;;;;Timer;watchdog_timer_fn;  101 mW  
  3.9 ms/s; 23.6;;;;Process;[PID 5031] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 99.4 mW  
  7.7 ms/s; 21.7;;;;Process;[PID 4504] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 98.0 mW  
195.0 us/s; 21.7;;;;Process;[PID 7678] local-path-provisioner --debug start --helper-image docker.io/kindest/local-path-helper:v20220607-9a4d8d2a --config ; 86.2 mW  
186.6 us/s; 21.7;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ; 86.2 mW  
417.4 us/s; 20.8;;;;kWork;psi_avgs_work; 82.8 mW  
  3.8 ms/s; 18.9;;;;Process;[PID 4599] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 80.7 mW  
269.4 us/s; 18.9;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 75.1 mW  
  6.8 ms/s; 15.1;;;;Process;[PID 5279] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 70.3 mW  
  2.3 ms/s; 16.1;;;;Process;[PID 5605] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 67.2 mW  
  2.7 ms/s; 14.2;;;;Process;[PID 4968] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 60.3 mW  
  7.1 ms/s; 12.3;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 59.6 mW  
  3.5 ms/s; 12.3;;;;Process;[PID 2536048] sshd: zhining@notty ; 54.0 mW  
  0.8 ms/s; 13.2;;;;Process;[PID 5074] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 53.6 mW  
  3.2 ms/s; 11.3;;;;Process;[PID 4294] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 49.9 mW  
  2.4 ms/s; 11.3;;;;Process;[PID 4261] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 48.5 mW  
245.9 us/s; 11.3;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 45.2 mW  
 16.2 ms/s;  4.7;;;;Interrupt;[7] sched(softirq); 44.0 mW  
  7.0 ms/s;  7.6;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 40.8 mW  
  9.3 ms/s;  6.6;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 40.7 mW  
  1.1 ms/s;  9.5;;;;Process;[PID 4055] /usr/local/bin/containerd ; 39.1 mW  
  0.8 ms/s;  9.5;;;;Process;[PID 4280] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 38.6 mW  
125.6 us/s;  9.5;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 37.5 mW  
 99.2 us/s;  9.5;;;;Process;[PID 13] [ksoftirqd/0]; 37.5 mW  
  2.1 ms/s;  8.5;;;;Process;[PID 4468] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 36.8 mW  
125.7 us/s;  8.5;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 33.8 mW  
114.7 us/s;  8.5;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 33.8 mW  
 11.1 us/s;  8.5;;;;kWork;wb_update_bandwidth_workfn; 33.6 mW  
  2.0 ms/s;  7.6;;;;Process;[PID 4212] /usr/local/bin/containerd ; 33.1 mW  
  1.1 ms/s;  7.6;;;;Process;[PID 9594] [jbd2/nvme1n1-8]; 31.6 mW  
 16.8 ms/s;  0.9;;;;Process;[PID 2603831] sh; 29.9 mW  
  0.9 ms/s;  6.6;;;;Process;[PID 2362] /usr/sbin/zerotier-one ; 27.5 mW  
 12.6 ms/s;  1.9;;;;Interrupt;[66] nvme1q2; 27.2 mW  
  0.9 ms/s;  5.7;;;;Process;[PID 3968] /usr/local/bin/containerd ; 23.8 mW  
  5.5 ms/s;  3.8;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 23.5 mW  
199.9 us/s;  5.7;;;;Process;[PID 3001] /usr/bin/containerd ; 22.7 mW  
  2.5 ms/s;  4.7;;;;Process;[PID 5012] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 22.6 mW  
 89.5 us/s;  5.7;;;;Process;[PID 1615] /usr/bin/containerd ; 22.6 mW  
  6.0 ms/s;  2.8;;;;kWork;handle_update; 20.5 mW  
  1.0 ms/s;  4.7;;;;Process;[PID 4466] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 20.2 mW  
  3.4 ms/s;  3.8;;;;Process;[PID 5247] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 20.2 mW  
  0.9 ms/s;  4.7;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 20.0 mW  
  7.7 ms/s;  1.9;;;;Interrupt;[116] nvme4q10; 19.4 mW  
  2.3 ms/s;  3.8;;;;Process;[PID 4222] /usr/local/bin/containerd ; 18.6 mW  
  2.2 ms/s;  3.8;;;;Interrupt;[100] nvme1q12; 18.4 mW  
  4.6 ms/s;  2.8;;;;Process;[PID 2536108] /home/zhining/.vscode-server/code-f220831ea2d946c0dcb0f3eaa480eb435a2c1260 command-shell --cli-data-dir /home/zhi; 18.4 mW  
  8.9 ms/s;  0.9;;;;Interrupt;[67] nvme1q3; 17.6 mW  
  0.9 ms/s;  3.8;;;;Process;[PID 4285] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 16.4 mW  
  0.9 ms/s;  3.8;;;;Process;[PID 1033389] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 16.3 mW  
447.0 us/s;  3.8;;;;Process;[PID 5045] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 15.6 mW  
