____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 14:02:46 2025
;

;Core 0
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
352.3 ms/s;5947.1;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  24.0 W  
431.7 ms/s;5787.2;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  23.5 W  
302.0 ms/s;5070.4;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  20.5 W  
 10.7 ms/s;2279.5;;;;Timer;tick_sched_timer;  9.02 W  
690.2 ms/s;1211.4;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  5.86 W  
195.1 ms/s;705.6;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  3.09 W  
  4.2 ms/s;676.8;;;;Interrupt;[197] nvme2q14;  2.68 W  
  4.4 ms/s;555.0;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.20 W  
  3.9 ms/s;522.5;;;;Interrupt;[203] nvme2q18;  2.07 W  
187.1 ms/s;431.4;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  2.00 W  
  5.7 ms/s;432.3;;;;Interrupt;[129] nvme1q15;  1.72 W  
  8.2 ms/s;397.9;;;;Interrupt;[106] nvme1q14;  1.58 W  
  1.0 ms/s;257.5;;;;Interrupt;[107] nvme3q14;  1.02 W  
  2.4 ms/s;250.1;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  992 mW  
  1.7 ms/s;200.8;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  796 mW  
  1.8 ms/s;197.1;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  781 mW  
 18.2 ms/s;183.1;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  752 mW  
  2.3 ms/s;184.1;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  731 mW  
  2.2 ms/s;181.3;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  720 mW  
  2.4 ms/s;179.4;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  712 mW  
  1.8 ms/s;132.9;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  528 mW  
  9.1 ms/s;105.1;;;;Interrupt;[169] nvme2q9;  429 mW  
  5.3 ms/s;100.4;;;;Process;[PID 7372] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  405 mW  
  1.7 ms/s; 97.6;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  388 mW  
  1.5 ms/s; 94.8;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  377 mW  
  1.7 ms/s; 93.0;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  370 mW  
  1.7 ms/s; 93.0;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  370 mW  
  1.1 ms/s; 92.0;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  365 mW  
  1.7 ms/s; 91.1;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  362 mW  
  1.3 ms/s; 89.2;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  355 mW  
  1.4 ms/s; 88.3;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  351 mW  
 11.8 ms/s; 74.4;;;;Process;[PID 4989] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  312 mW  
609.5 us/s; 75.3;;;;Process;[PID 3923] /usr/local/bin/containerd ;  298 mW  
  7.5 ms/s; 72.5;;;;Interrupt;[200] nvme2q15;  298 mW  
 10.4 ms/s; 70.7;;;;Interrupt;[50] nvme1q4;  295 mW  
  4.3 ms/s; 69.7;;;;Process;[PID 5012] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  282 mW  
 55.1 ms/s; 47.4;;;;kWork;ext4_end_io_rsv_work;  273 mW  
  7.6 ms/s; 63.2;;;;Interrupt;[175] nvme1q18;  262 mW  
  1.0 ms/s; 64.1;;;;Process;[PID 14] [rcu_sched];  255 mW  
618.8 us/s; 63.2;;;;Process;[PID 3951] /usr/local/bin/containerd ;  251 mW  
 32.2 ms/s; 44.6;;;;Timer;hrtimer_wakeup;  227 mW  
 10.3 ms/s; 53.0;;;;kWork;drain_local_pages_wq;  225 mW  
118.7 ms/s;  3.7;;;;Process;[PID 297] [kswapd0];  200 mW  
  7.9 ms/s; 38.1;;;;Process;[PID 4294] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  163 mW  
  3.4 ms/s; 34.4;;;;Process;[PID 4954] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  141 mW  
571.6 us/s; 34.4;;;;kWork;psi_avgs_work;  137 mW  
  2.5 ms/s; 31.6;;;;Interrupt;[3] net_rx(softirq);  129 mW  
 10.7 ms/s; 27.9;;;;Process;[PID 4258] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  127 mW  
296.0 us/s; 27.0;;;;Process;[PID 4140] /usr/local/bin/containerd ;  107 mW  
  5.2 ms/s; 23.2;;;;Process;[PID 5071] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 99.9 mW  
  3.7 ms/s; 22.3;;;;Process;[PID 5288] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 93.9 mW  
 52.2 ms/s;  2.8;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 92.5 mW  
  5.6 ms/s; 19.5;;;;Process;[PID 4600] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 85.8 mW  
 36.7 us/s; 21.4;;;;kWork;vmpressure_work_fn; 84.5 mW  
299.7 us/s; 19.5;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 77.6 mW  
  5.4 ms/s; 16.7;;;;Process;[PID 5254] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 74.5 mW  
155.6 us/s; 18.6;;;;Process;[PID 5439] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id f4f1de9398c9d22a053c3968e78afaea31223ad1b8d5a403cdc4166; 73.7 mW  
  5.6 ms/s; 15.8;;;;Process;[PID 9491] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 71.1 mW  
173.7 us/s; 17.7;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 70.0 mW  
  1.3 ms/s; 16.7;;;;Process;[PID 5022] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 68.1 mW  
314.3 us/s; 16.7;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 66.6 mW  
  2.5 ms/s; 15.8;;;;Process;[PID 4270] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 66.3 mW  
  1.6 ms/s; 14.9;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 61.2 mW  
  6.3 ms/s; 13.0;;;;Process;[PID 5004] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 61.2 mW  
 95.1 us/s; 14.9;;;;Process;[PID 5391] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 36141a7eb7a1fa97c129e829d0eaf5cacba0d5533350c699de6190d; 58.9 mW  
 59.4 us/s; 14.9;;;;Process;[PID 5373] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 4e7afb391f8db15dff5e6ce34e40f192014e42a19a31a2a220aedb0; 58.8 mW  
  1.4 ms/s; 13.0;;;;Process;[PID 5606] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 53.6 mW  
  1.8 ms/s; 12.1;;;;Process;[PID 4302] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 50.5 mW  
  1.0 ms/s; 12.1;;;;Process;[PID 3995] /usr/local/bin/containerd ; 49.4 mW  
104.1 us/s; 12.1;;;;Process;[PID 5443] /usr/local/bin/containerd-shim-runc-v2 -namespace k8s.io -id 54d536dde725d2969e59d1ea970884aa842e5bb128aff413c99b461; 47.9 mW  
  1.0 ms/s; 11.2;;;;Process;[PID 902] [jbd2/nvme2n1-8]; 45.6 mW  
 16.2 ms/s;  4.6;;;;Interrupt;[7] sched(softirq); 43.7 mW  
134.4 us/s; 10.2;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 40.6 mW  
132.6 us/s; 10.2;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 40.6 mW  
  2.4 ms/s;  9.3;;;;Process;[PID 4969] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 40.5 mW  
  6.2 ms/s;  7.4;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 39.0 mW  
512.4 us/s;  9.3;;;;Process;[PID 4314] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 37.5 mW  
227.3 us/s;  9.3;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 37.1 mW  
  3.6 ms/s;  7.4;;;;Process;[PID 4468] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 35.0 mW  
427.3 us/s;  7.4;;;;Process;[PID 9594] [jbd2/nvme1n1-8]; 30.0 mW  
 11.6 us/s;  7.4;;;;kWork;wb_update_bandwidth_workfn; 29.4 mW  
  7.1 ms/s;  4.6;;;;Process;[PID 4309] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 29.4 mW  
  1.7 ms/s;  6.5;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 28.3 mW  
  1.0 ms/s;  6.5;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 27.3 mW  
  1.0 ms/s;  6.5;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 27.3 mW  
  7.8 ms/s;  3.7;;;;Interrupt;[70] nvme1q5; 26.8 mW  
  2.1 ms/s;  5.6;;;;Process;[PID 5240] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 25.3 mW  
  1.6 ms/s;  5.6;;;;Process;[PID 4285] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 24.5 mW  
  1.6 ms/s;  5.6;;;;Process;[PID 4237] /usr/local/bin/containerd ; 24.5 mW  
425.0 us/s;  5.6;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 22.7 mW  
192.0 us/s;  5.6;;;;Process;[PID 3002] /usr/bin/containerd ; 22.3 mW  
107.1 us/s;  5.6;;;;Process;[PID 7678] local-path-provisioner --debug start --helper-image docker.io/kindest/local-path-helper:v20220607-9a4d8d2a --config ; 22.2 mW  
 98.1 us/s;  5.6;;;;Process;[PID 1615] /usr/bin/containerd ; 22.2 mW  
 63.3 us/s;  5.6;;;;Process;[PID 22] [ksoftirqd/1]; 22.1 mW  
 11.3 ms/s;  0.9;;;;Process;[PID 936] [xclmgmt health ]; 21.3 mW  
  1.6 ms/s;  4.6;;;;Process;[PID 4319] /usr/local/bin/containerd ; 20.8 mW  
