____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:50:33 2025
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
302.7 ms/s;6234.1;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  25.1 W  
239.2 ms/s;4743.9;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  19.1 W  
223.4 ms/s;4562.6;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  18.4 W  
188.5 ms/s;4121.3;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  16.6 W  
 15.2 ms/s;2645.2;;;;Timer;tick_sched_timer;  10.5 W  
 13.3 ms/s;1666.7;;;;Interrupt;[175] nvme1q18;  6.60 W  
 12.1 ms/s;877.0;;;;Interrupt;[102] nvme1q13;  3.48 W  
155.6 ms/s;730.5;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  3.13 W  
 11.9 ms/s;614.1;;;;Interrupt;[120] nvme4q14;  2.44 W  
 12.1 ms/s;566.2;;;;Interrupt;[115] nvme4q9;  2.26 W  
  5.5 ms/s;524.9;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.08 W  
  2.5 ms/s;512.7;;;;Interrupt;[124] nvme4q18;  2.03 W  
 11.7 ms/s;384.1;;;;Interrupt;[132] nvme3q18;  1.54 W  
  3.1 ms/s;350.2;;;;Interrupt;[106] nvme1q14;  1.39 W  
  6.4 ms/s;326.8;;;;Interrupt;[110] nvme4q4;  1.30 W  
  2.3 ms/s;261.0;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  1.03 W  
 11.5 ms/s;223.5;;;;Interrupt;[111] nvme4q5;  901 mW  
  2.5 ms/s;222.5;;;;Interrupt;[81] nvme1q9;  883 mW  
  2.5 ms/s;200.0;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  794 mW  
  2.9 ms/s;185.9;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  739 mW  
  2.8 ms/s;185.0;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  735 mW  
  2.7 ms/s;177.5;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  705 mW  
  3.1 ms/s;170.0;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  676 mW  
 20.6 ms/s;162.4;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  674 mW  
  1.6 ms/s;168.1;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes;  666 mW  
195.9 ms/s; 57.3;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  532 mW  
  1.9 ms/s;129.6;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  515 mW  
 41.1 ms/s;110.8;;;;Timer;hrtimer_wakeup;  502 mW  
  0.9 ms/s;102.4;;;;Process;[PID 4140] /usr/local/bin/containerd ;  406 mW  
  1.8 ms/s; 96.7;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  385 mW  
  2.0 ms/s; 94.8;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  378 mW  
  1.8 ms/s; 94.8;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  377 mW  
  2.0 ms/s; 89.2;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  355 mW  
  1.8 ms/s; 84.5;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  337 mW  
  5.7 ms/s; 82.6;;;;Process;[PID 5044] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  335 mW  
  1.7 ms/s; 83.6;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  333 mW  
  4.0 ms/s; 79.8;;;;Interrupt;[50] nvme1q4;  322 mW  
638.0 us/s; 73.2;;;;Process;[PID 3923] /usr/local/bin/containerd ;  290 mW  
  1.1 ms/s; 70.4;;;;Process;[PID 14] [rcu_sched];  280 mW  
  1.5 ms/s; 69.5;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  277 mW  
  5.2 ms/s; 67.6;;;;Interrupt;[3] net_rx(softirq);  275 mW  
  1.3 ms/s; 65.7;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  262 mW  
 14.8 ms/s; 57.3;;;;Process;[PID 5242] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  249 mW  
  3.4 ms/s; 60.1;;;;Process;[PID 5136] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  243 mW  
  1.4 ms/s; 54.5;;;;Interrupt;[119] nvme4q13;  217 mW  
473.1 us/s; 49.8;;;;Process;[PID 3951] /usr/local/bin/containerd ;  197 mW  
  0.9 ms/s; 45.1;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  179 mW  
  0.9 ms/s; 45.1;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  179 mW  
 11.5 ms/s; 37.6;;;;Process;[PID 4989] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  166 mW  
  4.9 ms/s; 31.0;;;;Process;[PID 4987] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  130 mW  
  3.6 ms/s; 29.1;;;;Process;[PID 4978] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  121 mW  
  4.7 ms/s; 28.2;;;;Process;[PID 5259] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  119 mW  
  5.3 ms/s; 26.3;;;;Process;[PID 4283] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  112 mW  
251.1 us/s; 27.2;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ;  108 mW  
 23.6 ms/s; 16.9;;;;kWork;ext4_end_io_rsv_work;  104 mW  
  4.3 ms/s; 24.4;;;;Process;[PID 4313] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  103 mW  
  3.4 ms/s; 24.4;;;;Process;[PID 6931] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  102 mW  
  4.6 ms/s; 20.7;;;;Process;[PID 4993] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 88.7 mW  
  8.5 ms/s; 18.8;;;;Process;[PID 9491] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 87.4 mW  
  3.2 ms/s; 20.7;;;;Process;[PID 5209] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 86.6 mW  
 12.0 ms/s; 16.0;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 81.8 mW  
  6.4 ms/s; 17.8;;;;Process;[PID 5608] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 80.4 mW  
  1.2 ms/s; 18.8;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 76.0 mW  
317.8 us/s; 18.8;;;;kWork;psi_avgs_work; 74.7 mW  
160.1 us/s; 18.8;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 74.4 mW  
  4.4 ms/s; 16.9;;;;Process;[PID 4448] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 73.6 mW  
  7.6 ms/s; 14.1;;;;Process;[PID 4600] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 67.4 mW  
  4.2 ms/s; 14.1;;;;Process;[PID 4374] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 62.2 mW  
  2.7 ms/s; 14.1;;;;Process;[PID 4328] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 59.8 mW  
  5.3 ms/s; 11.3;;;;Process;[PID 4490] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 52.7 mW  
 30.0 ms/s;  0.9;;;;Process;[PID 2607305] sh; 50.5 mW  
 19.0 ms/s;  4.7;;;;Interrupt;[7] sched(softirq); 48.2 mW  
 26.2 ms/s;  0.9;;;;Process;[PID 2607316] sh; 44.5 mW  
  4.3 ms/s;  9.4;;;;Process;[PID 4998] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 43.8 mW  
  1.1 ms/s; 10.3;;;;Process;[PID 5021] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 42.5 mW  
192.2 us/s; 10.3;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 41.1 mW  
159.7 us/s; 10.3;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 41.0 mW  
  1.5 ms/s;  9.4;;;;Process;[PID 65703] /usr/local/bin/containerd ; 39.4 mW  
  3.4 ms/s;  8.5;;;;Process;[PID 6089] /usr/local/bin/containerd ; 38.7 mW  
153.7 us/s;  9.4;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 37.3 mW  
  4.1 ms/s;  7.5;;;;Process;[PID 5284] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 36.1 mW  
  1.0 ms/s;  8.5;;;;Process;[PID 4050] /usr/local/bin/containerd ; 35.0 mW  
  0.9 ms/s;  8.5;;;;Process;[PID 4279] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 34.8 mW  
  3.2 ms/s;  7.5;;;;Process;[PID 2536048] sshd: zhining@notty ; 34.7 mW  
106.8 us/s;  8.5;;;;kWork;free_work; 33.5 mW  
 93.3 us/s;  8.5;;;;Process;[PID 22] [ksoftirqd/1]; 33.5 mW  
  1.3 ms/s;  7.5;;;;Process;[PID 5023] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 31.8 mW  
  5.6 ms/s;  5.6;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 31.0 mW  
 56.7 us/s;  7.5;;;;kWork;blk_mq_requeue_work; 29.8 mW  
  6.9 ms/s;  4.7;;;;Process;[PID 5020] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 29.3 mW  
  1.0 ms/s;  6.6;;;;Process;[PID 2362] /usr/sbin/zerotier-one ; 27.5 mW  
  0.9 ms/s;  6.6;;;;Process;[PID 4955] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 27.3 mW  
  6.3 ms/s;  3.8;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 24.6 mW  
  2.9 ms/s;  4.7;;;;Interrupt;[112] nvme4q6; 23.1 mW  
261.8 us/s;  5.6;;;;Process;[PID 1620] /usr/bin/containerd ; 22.7 mW  
  2.8 ms/s;  3.8;;;;Process;[PID 5232] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 19.2 mW  
  2.7 ms/s;  3.8;;;;Process;[PID 4292] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 19.1 mW  
  5.1 ms/s;  2.8;;;;kWork;handle_update; 19.1 mW  
129.9 us/s;  4.7;;;;Process;[PID 1615] /usr/bin/containerd ; 18.7 mW  
  9.8 us/s;  4.7;;;;kWork;wb_update_bandwidth_workfn; 18.6 mW  


The system baseline power is estimated at:  135  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
192.4%;CPU use;   135 W   
