____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:53:40 2025
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
361.6 ms/s;6824.5;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  27.5 W  
288.9 ms/s;5779.6;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  23.3 W  
173.3 ms/s;4385.2;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  17.6 W  
 11.2 ms/s;2576.7;;;;Timer;tick_sched_timer;  10.2 W  
 10.9 ms/s;1059.1;;;;Interrupt;[107] nvme3q14;  4.20 W  
151.5 ms/s;756.9;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  3.23 W  
  6.6 ms/s;737.0;;;;Interrupt;[106] nvme1q14;  2.92 W  
  7.2 ms/s;700.1;;;;Interrupt;[90] nvme3q6;  2.78 W  
752.7 ms/s;333.5;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  2.49 W  
  3.4 ms/s;477.5;;;;Interrupt;[132] nvme3q18;  1.89 W  
  9.9 ms/s;454.7;;;;Interrupt;[129] nvme1q15;  1.81 W  
  1.9 ms/s;397.9;;;;Interrupt;[127] nvme2q6;  1.57 W  
  3.1 ms/s;345.8;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  1.37 W  
  3.1 ms/s;295.6;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  1.17 W  
  2.9 ms/s;280.4;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  1.11 W  
  2.3 ms/s;191.4;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  759 mW  
  1.9 ms/s;190.4;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  755 mW  
  2.3 ms/s;189.5;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  752 mW  
  2.0 ms/s;189.5;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  752 mW  
  2.5 ms/s;186.6;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  741 mW  
 30.5 ms/s;142.1;;;;Timer;hrtimer_wakeup;  609 mW  
  4.5 ms/s;151.6;;;;Interrupt;[175] nvme1q18;  606 mW  
 13.4 ms/s;136.4;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  560 mW  
189.9 ms/s; 59.7;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  532 mW  
  6.0 ms/s;104.2;;;;Process;[PID 7437] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  421 mW  
  1.1 ms/s;105.2;;;;Interrupt;[88] nvme3q4;  417 mW  
  1.7 ms/s; 96.6;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  384 mW  
  1.2 ms/s; 96.6;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  384 mW  
  1.6 ms/s; 95.7;;;;Process;[PID 1331] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  380 mW  
  1.5 ms/s; 95.7;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  380 mW  
  1.7 ms/s; 92.8;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  369 mW  
  1.7 ms/s; 91.9;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  366 mW  
  1.4 ms/s; 90.0;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  358 mW  
 56.3 ms/s; 50.2;;;;kWork;ext4_end_io_rsv_work;  286 mW  
  1.0 ms/s; 68.2;;;;Process;[PID 14] [rcu_sched];  271 mW  
  1.9 ms/s; 66.3;;;;Interrupt;[93] nvme3q9;  265 mW  
155.4 ms/s;  4.7;;;;Process;[PID 297] [kswapd0];  261 mW  
  6.9 ms/s; 45.5;;;;Process;[PID 5284] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  190 mW  
  0.7 ms/s; 44.5;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  177 mW  
  0.8 ms/s; 43.6;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  173 mW  
400.3 us/s; 43.6;;;;Process;[PID 3951] /usr/local/bin/containerd ;  173 mW  
  4.3 ms/s; 40.7;;;;Process;[PID 8380] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  168 mW  
 11.4 ms/s; 36.9;;;;Process;[PID 5004] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  164 mW  
334.5 us/s; 40.7;;;;Process;[PID 3923] /usr/local/bin/containerd ;  161 mW  
  4.0 ms/s; 38.8;;;;Process;[PID 4311] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  160 mW  
  3.0 ms/s; 37.9;;;;Process;[PID 5136] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  154 mW  
608.0 us/s; 37.9;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  151 mW  
  5.7 ms/s; 33.2;;;;Process;[PID 5000] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  140 mW  
219.7 us/s; 31.3;;;;Timer;watchdog_timer_fn;  124 mW  
  3.1 ms/s; 28.4;;;;Process;[PID 4953] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  117 mW  
  2.8 ms/s; 27.5;;;;Interrupt;[3] net_rx(softirq);  113 mW  
295.6 us/s; 27.5;;;;Process;[PID 4140] /usr/local/bin/containerd ;  109 mW  
 49.0 ms/s;  5.7;;;;Process;[PID 4439] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 98.8 mW  
  4.0 ms/s; 21.8;;;;Process;[PID 4957] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 92.4 mW  
118.2 us/s; 22.7;;;;Process;[PID 6120] /coredns -conf /etc/coredns/Corefile ; 90.0 mW  
  3.3 ms/s; 19.9;;;;Process;[PID 4271] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 83.8 mW  
  3.4 ms/s; 18.9;;;;Process;[PID 4981] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 80.1 mW  
311.8 us/s; 19.9;;;;kWork;psi_avgs_work; 79.1 mW  
  1.9 ms/s; 18.9;;;;Process;[PID 6966] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 77.8 mW  
  3.8 ms/s; 18.0;;;;Process;[PID 4337] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 76.9 mW  
254.8 us/s; 18.9;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 75.2 mW  
378.9 us/s; 18.0;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 71.7 mW  
 35.5 ms/s;  3.8;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 70.4 mW  
  1.4 ms/s; 17.1;;;;Process;[PID 4996] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 69.5 mW  
  7.7 ms/s; 14.2;;;;Process;[PID 4502] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 68.1 mW  
  5.3 ms/s; 12.3;;;;Process;[PID 4648] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 56.8 mW  
151.7 us/s; 14.2;;;;Process;[PID 7678] local-path-provisioner --debug start --helper-image docker.io/kindest/local-path-helper:v20220607-9a4d8d2a --config ; 56.4 mW  
  7.0 ms/s; 11.4;;;;Process;[PID 4467] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 55.8 mW  
  2.6 ms/s; 12.3;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 52.7 mW  
  8.4 ms/s;  9.5;;;;Process;[PID 4448] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 50.6 mW  
 15.1 ms/s;  6.6;;;;Interrupt;[7] sched(softirq); 49.8 mW  
  1.7 ms/s; 11.4;;;;Process;[PID 719127] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubele; 47.6 mW  
  1.3 ms/s; 10.4;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 43.2 mW  
  0.8 ms/s;  9.5;;;;Process;[PID 4374] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 38.7 mW  
  0.8 ms/s;  9.5;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 38.6 mW  
180.5 us/s;  9.5;;;;Interrupt;[203] nvme2q18; 37.7 mW  
132.1 us/s;  9.5;;;;Process;[PID 2518] /opt/todesk/bin/ToDesk_Service ; 37.6 mW  
123.8 us/s;  9.5;;;;Process;[PID 6854] /opt/todesk/bin/ToDesk_Service ; 37.6 mW  
 21.4 us/s;  9.5;;;;kWork;vmpressure_work_fn; 37.5 mW  
130.5 us/s;  8.5;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ; 33.9 mW  
  2.1 ms/s;  7.6;;;;Process;[PID 5607] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 33.3 mW  
  1.6 ms/s;  7.6;;;;Process;[PID 5243] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 32.5 mW  
  0.9 ms/s;  6.6;;;;Process;[PID 4299] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 27.6 mW  
  3.3 ms/s;  5.7;;;;Process;[PID 2536185] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node --dns-result; 27.6 mW  
 58.1 us/s;  6.6;;;;kWork;free_work; 26.3 mW  
 42.5 us/s;  6.6;;;;kWork;blk_mq_requeue_work; 26.3 mW  
  9.6 us/s;  6.6;;;;kWork;wb_update_bandwidth_workfn; 26.2 mW  
  4.6 ms/s;  4.7;;;;Interrupt;[84] nvme4q1; 25.9 mW  
  1.2 ms/s;  5.7;;;;Process;[PID 1033389] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 24.3 mW  
  0.9 ms/s;  5.7;;;;Process;[PID 4300] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 23.9 mW  
  0.9 ms/s;  5.7;;;;Process;[PID 3971] /usr/local/bin/containerd ; 23.9 mW  
301.8 us/s;  5.7;;;;Process;[PID 9594] [jbd2/nvme1n1-8]; 22.9 mW  
209.3 us/s;  5.7;;;;Process;[PID 1636] /usr/bin/containerd ; 22.8 mW  
 93.0 us/s;  5.7;;;;Process;[PID 1615] /usr/bin/containerd ; 22.6 mW  
  0.9 ms/s;  4.7;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 20.2 mW  
  5.5 ms/s;  2.8;;;;Process;[PID 5232] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 19.8 mW  
634.5 us/s;  4.7;;;;Process;[PID 5278] /usr/local/bin/containerd ; 19.7 mW  
  5.0 ms/s;  2.8;;;;kWork;handle_update; 19.0 mW  
 63.4 us/s;  4.7;;;;Process;[PID 6412] /coredns -conf /etc/coredns/Corefile ; 18.8 mW  
