____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Tue Sep 16 13:52:18 2025
Idle; 100.0% 
;Core 1
Idle; 100.0% 
;Core 2
Idle; 100.0% 
;Core 3
Idle; 100.0% 
;Core 4
Idle; 100.0% 
;Core 8
Idle; 100.0% 
;Core 9
Idle; 100.0% 
;Core 10
Idle; 100.0% 
;Core 11
Idle; 100.0% 
;Core 16
Idle; 100.0% 
;Core 17
Idle; 100.0% 
;Core 18
Idle; 100.0% 
;Core 19
Idle; 100.0% 
;Core 20
Idle; 100.0% 
;Core 24
Idle; 100.0% 
;Core 25
Idle; 100.0% 
;Core 26
Idle; 100.0% 
;Core 27
Idle; 100.0% 
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;

CPU 0;CPU 18
Idle; 100.0% ; 100.0% 
CPU 1;CPU 19
Idle; 100.0% ; 100.0% 
CPU 2;CPU 20
Idle; 100.0% ; 100.0% 
CPU 3;CPU 21
Idle; 100.0% ; 100.0% 
CPU 4;CPU 22
Idle; 100.0% ; 100.0% 
CPU 5;CPU 23
Idle; 100.0% ; 100.0% 
CPU 6;CPU 24
Idle; 100.0% ; 100.0% 
CPU 7;CPU 25
Idle; 100.0% ; 100.0% 
CPU 8;CPU 26
Idle; 100.0% ; 100.0% 
CPU 9
CPU 27;Idle; 100.0% 
 100.0% ;CPU 10
CPU 28;Idle; 100.0% 
 100.0% ;CPU 11
CPU 29;Idle; 100.0% 
 100.0% ;CPU 12
CPU 30;Idle; 100.0% 
 100.0% ;CPU 13
CPU 31;Idle; 100.0% 
 100.0% ;
CPU 14
CPU 32;Idle; 100.0% 
 100.0% ;CPU 15
CPU 33;Idle; 100.0% 
 100.0% ;CPU 16
CPU 34;Idle; 100.0% 
 100.0% ;CPU 17
CPU 35;Idle; 100.0% 
 100.0% ;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
316.9 ms/s;6101.6;;;;Process;[PID 2565947] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  24.6 W  
305.6 ms/s;5901.3;;;;Process;[PID 2565945] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  23.8 W  
278.4 ms/s;5564.0;;;;Process;[PID 2565943] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  22.4 W  
241.2 ms/s;5062.7;;;;Process;[PID 2565946] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  20.4 W  
 13.9 ms/s;2554.2;;;;Timer;tick_sched_timer;  10.1 W  
 16.2 ms/s;1036.2;;;;Interrupt;[93] nvme3q9;  4.12 W  
  8.4 ms/s;686.8;;;;Interrupt;[87] nvme3q3;  2.73 W  
  6.7 ms/s;677.4;;;;Process;[PID 4956] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  2.69 W  
377.3 ms/s;438.9;;;;Process;[PID 2565981] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats;  2.32 W  
 14.5 ms/s;562.8;;;;Interrupt;[132] nvme3q18;  2.25 W  
  2.5 ms/s;463.1;;;;Interrupt;[106] nvme1q14;  1.83 W  
  1.7 ms/s;433.3;;;;Interrupt;[120] nvme4q14;  1.71 W  
 13.8 ms/s;373.7;;;;Interrupt;[96] nvme3q12;  1.50 W  
 11.9 ms/s;273.0;;;;Interrupt;[107] nvme3q14;  1.10 W  
  5.9 ms/s;259.0;;;;Interrupt;[85] nvme3q1;  1.03 W  
  2.3 ms/s;198.5;;;;Process;[PID 4952] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  788 mW  
  2.3 ms/s;191.0;;;;Process;[PID 2514] /opt/todesk/bin/ToDesk_Service ;  758 mW  
 21.6 ms/s;180.8;;;;Process;[PID 2513] /opt/todesk/bin/ToDesk_Service ;  748 mW  
  2.8 ms/s;186.4;;;;Process;[PID 2169] /opt/todesk/bin/ToDesk ;  740 mW  
  2.9 ms/s;185.4;;;;Process;[PID 2530727] /opt/todesk/bin/ToDesk_Service ;  737 mW  
  2.8 ms/s;185.4;;;;Process;[PID 2204] /opt/todesk/bin/ToDesk ;  737 mW  
  2.6 ms/s;185.4;;;;Process;[PID 2203] /opt/todesk/bin/ToDesk ;  737 mW  
  1.3 ms/s;153.8;;;;Process;[PID 6474] /bin/kindnetd ;  609 mW  
  2.1 ms/s;137.0;;;;Process;[PID 4980] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  544 mW  
 38.2 ms/s;112.8;;;;Timer;hrtimer_wakeup;  505 mW  
187.0 ms/s; 51.3;;;;Process;[PID 2059] /opt/todesk/bin/ToDesk ;  494 mW  
  6.3 ms/s;115.5;;;;Process;[PID 5012] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  466 mW  
  1.1 ms/s;101.6;;;;Process;[PID 3923] /usr/local/bin/containerd ;  403 mW  
  1.0 ms/s;101.6;;;;Process;[PID 3951] /usr/local/bin/containerd ;  403 mW  
  2.0 ms/s; 96.9;;;;Process;[PID 1454] /usr/local/sunlogin/bin/sunloginclient -m service ;  386 mW  
  1.8 ms/s; 96.9;;;;Process;[PID 2530765] /usr/local/sunlogin/bin/sunloginclient -m service ;  386 mW  
  1.7 ms/s; 94.1;;;;Process;[PID 1362] /usr/local/sunlogin/bin/oray_rundaemon -m server ;  374 mW  
  1.4 ms/s; 94.1;;;;Process;[PID 1463] /usr/local/sunlogin/bin/sunloginclient -m service ;  374 mW  
  1.8 ms/s; 93.2;;;;Process;[PID 1452] /usr/local/sunlogin/bin/sunloginclient -m service ;  371 mW  
  0.9 ms/s; 93.2;;;;Process;[PID 4140] /usr/local/bin/containerd ;  369 mW  
  1.9 ms/s; 92.3;;;;Process;[PID 1453] /usr/local/sunlogin/bin/sunloginclient -m service ;  367 mW  
  1.7 ms/s; 88.5;;;;Process;[PID 1448] /usr/local/sunlogin/bin/sunloginclient -m service ;  352 mW  
  0.9 ms/s; 86.7;;;;Process;[PID 4446] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  344 mW  
  1.2 ms/s; 73.6;;;;Process;[PID 14] [rcu_sched];  293 mW  
  4.2 ms/s; 53.1;;;;Interrupt;[3] net_rx(softirq);  216 mW  
  0.8 ms/s; 50.3;;;;Process;[PID 4260] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  200 mW  
  3.2 ms/s; 39.1;;;;Process;[PID 6966] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co;  160 mW  
  0.8 ms/s; 40.1;;;;Process;[PID 4257] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  159 mW  
  5.4 ms/s; 36.3;;;;Process;[PID 5007] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a;  152 mW  
  6.4 ms/s; 27.0;;;;Process;[PID 5071] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  117 mW  
426.9 us/s; 28.9;;;;Process;[PID 2356] /opt/todesk/bin/ToDesk_Service ;  115 mW  
  7.1 ms/s; 26.1;;;;Process;[PID 4309] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  114 mW  
  4.4 ms/s; 27.0;;;;Process;[PID 719127] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubele;  114 mW  
 23.3 ms/s; 18.6;;;;kWork;ext4_end_io_rsv_work;  110 mW  
  7.5 ms/s; 24.2;;;;Process;[PID 5248] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil;  107 mW  
  4.4 ms/s; 24.2;;;;Process;[PID 4477] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.;  103 mW  
  2.8 ms/s; 21.4;;;;Process;[PID 4998] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 89.0 mW  
305.5 us/s; 20.5;;;;Process;[PID 2364] /usr/sbin/zerotier-one ; 81.5 mW  
  4.9 ms/s; 18.6;;;;Process;[PID 5241] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 81.3 mW  
 45.3 ms/s;  1.9;;;;Process;[PID 2565944] /home/zhining/rocksdb-9.0.0-RAID/db_bench --db=/mnt/smartssd3/czn/rocksdb_array_cpu --benchmarks=fillrandom,stats; 78.0 mW  
  8.3 ms/s; 15.8;;;;Process;[PID 5242] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 75.5 mW  
417.5 us/s; 18.6;;;;kWork;psi_avgs_work; 74.3 mW  
 44.6 ms/s;  0.9;;;;Process;[PID 2603769] powertop --csv=./report/report.csv -t 1 -i 600 ; 73.3 mW  
  3.4 ms/s; 16.8;;;;Process;[PID 5047] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 71.6 mW  
  2.7 ms/s; 15.8;;;;Process;[PID 4315] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 66.8 mW  
128.2 us/s; 16.8;;;;Process;[PID 6478] /usr/local/bin/kube-proxy --config=/var/lib/kube-proxy/config.conf --hostname-override=kind-control-plane ; 66.5 mW  
  1.8 ms/s; 15.8;;;;Process;[PID 4277] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 65.4 mW  
 12.8 ms/s; 11.2;;;;Process;[PID 9491] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 64.1 mW  
 20.9 ms/s;  6.5;;;;Interrupt;[7] sched(softirq); 58.4 mW  
342.8 us/s; 14.0;;;;Process;[PID 4985] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 55.7 mW  
  1.2 ms/s; 13.0;;;;Process;[PID 4969] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 53.5 mW  
  6.5 ms/s; 10.3;;;;Process;[PID 4286] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 50.6 mW  
136.0 us/s; 12.1;;;;Process;[PID 7678] local-path-provisioner --debug start --helper-image docker.io/kindest/local-path-helper:v20220607-9a4d8d2a --config ; 48.1 mW  
  1.8 ms/s; 11.2;;;;Process;[PID 6826] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 47.0 mW  
  6.4 ms/s;  9.3;;;;Process;[PID 4601] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 46.8 mW  
  5.5 ms/s;  8.4;;;;Process;[PID 4080] /usr/local/bin/containerd ; 41.7 mW  
 10.0 ms/s;  6.5;;;;Process;[PID 2536179] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 41.3 mW  
506.0 us/s; 10.3;;;;Process;[PID 899] [jbd2/nvme3n1-8]; 41.3 mW  
 23.8 ms/s;  0.9;;;;Process;[PID 2608036] ps; 40.9 mW  
  2.0 ms/s;  9.3;;;;Process;[PID 2536048] sshd: zhining@notty ; 39.9 mW  
  3.4 ms/s;  8.4;;;;Process;[PID 4954] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 38.4 mW  
  1.5 ms/s;  8.4;;;;Process;[PID 4955] etcd --advertise-client-urls=https://172.19.0.4:2379 --cert-file=/etc/kubernetes/pki/etcd/server.crt --client-cert-a; 35.4 mW  
  4.8 ms/s;  6.5;;;;Process;[PID 2536140] /home/zhining/.vscode-server/cli/servers/Stable-f220831ea2d946c0dcb0f3eaa480eb435a2c1260/server/node /home/zhinin; 33.3 mW  
  4.3 ms/s;  6.5;;;;Process;[PID 4237] /usr/local/bin/containerd ; 32.5 mW  
  6.5 ms/s;  5.6;;;;Interrupt;[63] nvme1q1; 32.3 mW  
  1.5 ms/s;  7.5;;;;Process;[PID 5075] kube-scheduler --authentication-kubeconfig=/etc/kubernetes/scheduler.conf --authorization-kubeconfig=/etc/kubernetes; 31.7 mW  
  3.2 ms/s;  6.5;;;;Process;[PID 2608030] iptables; 30.7 mW  
  4.6 ms/s;  5.6;;;;kWork;handle_update; 29.2 mW  
  4.0 ms/s;  5.6;;;;Process;[PID 4987] kube-apiserver --advertise-address=172.19.0.4 --allow-privileged=true --authorization-mode=Node,RBAC --client-ca-fil; 28.3 mW  
  1.1 ms/s;  6.5;;;;Process;[PID 1033453] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node /home/zhinin; 27.5 mW  
527.8 us/s;  6.5;;;;Process;[PID 4599] /usr/bin/kubelet --bootstrap-kubeconfig=/etc/kubernetes/bootstrap-kubelet.conf --kubeconfig=/etc/kubernetes/kubelet.; 26.6 mW  
 79.8 us/s;  6.5;;;;kWork;free_work; 25.9 mW  
  6.8 ms/s;  3.7;;;;Process;[PID 4497] /usr/local/bin/containerd ; 25.4 mW  
  4.2 ms/s;  4.7;;;;Process;[PID 5015] kube-controller-manager --allocate-node-cidrs=true --authentication-kubeconfig=/etc/kubernetes/controller-manager.co; 25.0 mW  
250.7 us/s;  5.6;;;;Process;[PID 1636] /usr/bin/containerd ; 22.5 mW  
110.4 us/s;  5.6;;;;Process;[PID 1615] /usr/bin/containerd ; 22.3 mW  
 15.0 us/s;  5.6;;;;kWork;cgroup_pidlist_destroy_work_fn; 22.1 mW  
  2.6 ms/s;  3.7;;;;Process;[PID 5746] /bin/kindnetd ; 18.7 mW  
 59.9 us/s;  4.7;;;;Timer;sched_cfs_period_timer; 18.5 mW  
  7.7 us/s;  4.7;;;;kWork;wb_update_bandwidth_workfn; 18.4 mW  
  1.8 ms/s;  3.7;;;;Process;[PID 2546555] /home/zhining/.vscode-server/cli/servers/Stable-360a4e4fd251bfce169a4ddf857c7d25d1ad40da/server/node --dns-result; 17.5 mW  
  1.4 ms/s;  3.7;;;;Process;[PID 5277] /usr/local/bin/containerd ; 17.0 mW  
  8.4 ms/s;  0.9;;;;Process;[PID 2608036] sh; 16.9 mW  
